Datetime,Tweet Id,Tweet,Username,Language,Sentiment
2022-12-05 07:57:51+00:00,1.59967E+18,"@erickthohir optimis INDONESIA bisa melewati resesi 2023 dan bertahan dari gejolak ekonomi global serta mampu mendorong ekspor SDA dalam bentuk produk jadi

Optimisme tetap harus dibangun &amp; meyakini ekonomi nasional tetap akan tumbuh di angka 5%

#BangkitBersamaET https://t.co/9FQ4eCDbDU",Ramay4na,in,Negative
2022-12-05 07:47:13+00:00,1.59967E+18,"Menteri BUMN Erick Thohir optimis Indonesia bisa lewati resesi 2023.
Optimisme ini tetap harus kita bangun, kita dorong ekspor SDA dalam bentuk jadi, dgn demikian saya yakin ekonomi nasional akan tetap tumbuh 5% ucap Erick Thohir.

Yes, Indonesia pasti bisa 👍
#BangkitBersamaET https://t.co/m9mBpW0HdE",FirzaHusainID,in,Negative
2022-12-05 07:00:01+00:00,1.59966E+18,"Indonesia masih mempunyai pangsa pasar ekonomi yang besar yang bisa dikapitalisasi sehingga dapat menjadi modal besar dan bisa dimanfaatkan agar tak terpuruk dalam resesi global 2023.
Indonesia Bisa 
#BangunOptimisme",DesiAyyara,in,Negative
2022-12-05 07:00:01+00:00,1.59966E+18,"kita dihadapi dgn adanya isu ekonomi yg akan resesi pada 2023, hal ini tentunya bukan menjadi hal yg harus kita takuti, tapi harus kita bersiap, karena pemimpin negara kita pun optimis Indonesia Bisa melewatinya👍 #BangunOptimisme
https://t.co/WR4loXdDqj",aryanug_,in,Negative
2022-12-05 07:00:01+00:00,1.59966E+18,"Mari semangat  Indonesia Bisa kita harus #BangunOptimisme apalagi dengan kondisi ekonomi global yg masih jadi momok negara negara dunia. Terutama resesi di tahun 2023. Pak Jokowi minta kepada semua rakyat Indonesia harus bisa optimis menghadapi itu semua 
https://t.co/5I4uS83w9D",Dyure12,in,Negative
2022-12-05 07:00:01+00:00,1.59966E+18,"Sependapat dg Presiden @jokowi kita pokoknya harus terus #BangunOptimisme dan kudu yakin juga kalo Indonesia Bisa menghadapi bayang-bayang resesi ekonomi 2023.
https://t.co/oaxrOR2f63",glarqed,in,Negative
2022-12-05 07:00:01+00:00,1.59966E+18,"Di tengah ancaman resesi global 2023, kabar baik datang menghampiri Indonesia menjelang pengujung tahun ini. Indonesia masuk dalam 10 negara dengan ekonomi terbesar dunia versi Dana Moneter Internasional. 
Indonesia Bisa 
#BangunOptimisme",novarosieee,in,Negative
2022-12-05 06:50:14+00:00,1.59966E+18,"Pada 2023 merupakan Tahun Resesi Global 💫

Menteri BUMN @erickthohir tetap optimis bahwa Indonesia bisa bertahan meski adanya krisis geopolitik yang berakibat pada gejolak ekonomi global

Erick Thohir meyakini ekonomi nasional tetap tumbuh di 5%.

#BangkitBersamaET https://t.co/PDxU4PpH2V",Retnowonosari,in,Negative
2022-12-05 06:33:36+00:00,1.59965E+18,"Di tengah berbagai proyeksi yang suram hingga resesi di 2023, Bank Indonesia yakin pertumbuhan ekonomi Indonesia masih positif mencapai 5,3 persen. #kumparanBISNIS #DailyUpdate https://t.co/Kgr4UaYq5m",kumparan,in,Negative
2022-12-05 06:32:58+00:00,1.59965E+18,"Menteri BUMN Erick Thohir optimistis bangsa Indonesia bisa melewati terjadinya resesi tahun 2023.
Menurut @erickthohir, optimistis harus dibangun dan diyakini ekonomi nasional akan tetap tumbuh di angka 5%, dg mendorong ekspor terhadap SDA dalam bentuk jadi.
#BangkitBersamaET https://t.co/V7DcTbcVfw",Aprilia_wiji,in,Negative
2022-12-05 06:11:24+00:00,1.59965E+18,"Menteri BUMN @erickthohir;Optimisme ini tetap harus kita bangun,dan saya yakin ekonomi nasional tetap akan tumbuh di angka 5%.”@erickthohir optimis Indonesia bisa lewati resesi 2023.”#BangkitBersamaET https://t.co/z6dHoGnFJU",Andreansyah_088,in,Negative
2022-12-05 05:56:42+00:00,1.59964E+18,"https://t.co/raLSK7u2QM – Ancaman resesi ekonomi global pada 2023 bakal berdampak kepada pemangkasan jumlah karyawan melalui pemutusan hubungan kerja (PHK) di banyak perusahaan di seluruh dunia.
https://t.co/UDdPhZDcVL https://t.co/9K05ZGztE0",beritamucoid,in,Negative
2022-12-05 05:49:33+00:00,1.59964E+18,Menteri Badan Usaha Milik Negara (BUMN) @erickthohir meyakinkan para pengusaha mal dan ritel bahwa ekonomi Indonesia akan terus tumbuh di tengah ancaman resesi 2023. #BangkitBersamaET https://t.co/vRngLBdzYO,itswincha,in,Negative
2022-12-05 05:22:44+00:00,1.59964E+18,"Menteri BUMN @erickthohir menyampaikan optimismenya bahwa Indonesia akan mampu menghadapi ancaman resesi tahun 2023,bahkan ekonomi nasional tetap tumbuh di angka 5 persen dengan secara optimal menggarap sektor SDA.
#BangkitBersamaET https://t.co/iS5XLlcLrG",abi_sasaLL,in,Negative
2022-12-05 05:18:43+00:00,1.59963E+18,"Pak @erickthohir sangat optimis indonesia bisa melewati resesi 2023
Beliau sngat yakkn indonesia bisa bertahan dari gejolak ekonomi global
Beliau akan mendorong produk ekspor SDA dalam bentuk produk jadi
#BangkitBersamaET https://t.co/abeE8N4mti",NDUT_GEMES,in,Negative
2022-12-05 03:45:40+00:00,1.59961E+18,"Menteri Erick Thohir cukup piawai dalam menerka ekonomi Indonesia. Hal itu tampak dari prediksi Menteri Erick Thohir terkait ekonomi bangsa, bahwa Indonesia bisa melewati resesi tahun 2023. @erickthohir #BangkitBersamaET https://t.co/Vzx3Bh50cY",DhiniCerewet_,in,Negative
2022-12-05 03:44:31+00:00,1.59961E+18,"Walaupun gejolak ekonomi global masih terus berlanjut...

Namun, Pak Men @erickthohir optimis Indonesia akan mampu melalui ancaman resesi 2023...

#BangkitBersamaET https://t.co/TNWLEGVF4V",MusaRudy_Stpl,in,Negative
2022-12-05 03:21:40+00:00,1.5996E+18,"Ekonomi global yg di prediksi sedang tidak baik² saja dan akan terjadi resesi 2023 mendatang, tidak akan berpengaruh banyak kpd Indonesia. Dengan optimis pertumbuhan ekonomi Indonesia akan tetap bahkan lebih dari 5 persen. Ayo kita bisa 💪🇮🇩
@erickthohir 
#BangkitBersamaET https://t.co/mXGQF0Tibe",MARV3Louis,in,Negative
2022-12-05 03:03:03+00:00,1.5996E+18,"Mentri BUMN Erick Thohir akan mendorong ekspor SDA dalam bentuk produk jadi untuk bisa lewati resesi 2023 dan meyakini Indonesia bisa bertahan dari gejolak ekonomi global.

@erickthohir 
#BangkitBersamaET https://t.co/Y3WvqgJPd5",mlvnnn_,in,Negative
2022-12-05 02:42:25+00:00,1.5996E+18,"Menteti BUMN @erickthohir optimistis, dari berbagai data indikator ekonomi yang ada, ekonomi Indonesia akan terus tumbuh di kisaran 5 persen sampai 2045. Indonesia juga akan bisa lewati resesi 2023.Optimis #BangkitBersamaET https://t.co/sRRGaXMf3N",IciOriza09,in,Negative
2022-12-05 02:25:19+00:00,1.59959E+18,"Banyak pihak merasa kuatir dg bayang2 resesi 2023.
Namun, @erickthohir selaku Menteri BUMN optimis Indonesia bisa melewatinya. Indonesia pasti bisa bertahan dr gejolak ekonomi global. Salah satu caranya adlh dg mendorong ekspor SDA dlm bentuk produk jadi.

#BangkitBersamaET https://t.co/b7bE6oaglo",Mpon_Mponn,in,Negative
2022-12-05 02:17:22+00:00,1.59959E+18,"Pada 2023 merupakan Tahun resesi global 

Namun berbeda dgn masmen BUMN @erickthohir yg optimis bahwa Indonesia bisa bertahan meski adanya krisis geopolitik yang berakibat pada gejolak ekonomi global

Mas ET Erick meyakini ekonomi nasional tetap tumbuh di 5%

#BangkitBersamaET https://t.co/5HOGiiuQDl",DM_N4BYL,in,Negative
2022-12-05 01:47:09+00:00,1.59958E+18,"Menteri BUMN Erick Thohir optimis Indonesia bisa melewati resesi tahun 2023..ia meyakini Indonesia bisa bertahan dari gejolak ekonomi global..ia juga mendorong export SDA dlm bentuk produk jadi..

#BangkitBersamaET https://t.co/cXwiOLCe6e",dalem_abdhi,in,Negative
2022-12-05 01:45:33+00:00,1.59958E+18,"Kita butuh pemimpin² yang Optimis bukan pemimpin yang lemah dan cengeng.
Menteri BUMN Erick Thohir yakin Indonesia bisa melewati Resesi ekonomi 2023.
Erick Thohir terus genjot Hilirisasi agar Indonesia bisa mengekspor dalam bentuk jadi agar negara makin untung.
#BangkitBersamaET https://t.co/efdFzhQOvf",03__nakula,in,Negative
2022-12-05 01:30:49+00:00,1.59958E+18,"Gejolak ekonomi global ancam resesi di 2023, namun ETHO tetap yakin bisa melewatinya &amp; optimis ekonomi nasional akan tetap tumbuh di angka 5% dengan mendorong ekspor SDA dalam bentuk produk jadi.
@erickthohir 
#BangkitBersamaET https://t.co/e1ivBqboIW",denni_sauya,in,Negative
2022-12-05 01:22:23+00:00,1.59957E+18,"Menteri BUMN @erickthohir meyakini ekonomi Indonesia akan terus tumbuh meski situasi global penuh tantangan
Erick Thohir optimis Indonesia tetap tangguh menghadapi pelbagai gejolak &amp; bisa lewati resesi 2023

#BangkitBersamaET https://t.co/UADWstuGoc",chaterine_8,in,Negative
2022-12-05 01:04:10+00:00,1.59957E+18,"Erick Thohir yakin, Indonesia bisa melewati resesi 2023. BUMN dua tahun terakhir laba nya terus meroket, Erick Thohir meyakini Indonesia bisa bertahan dari gejolak ekonomi global
@erickthohir 
#BangkitBersamaET https://t.co/KkRYXKhK5M",bie_menk,in,Negative
2022-12-05 00:35:46+00:00,1.59956E+18,"@convomfs bahas resesi ekonomi 2023
bahas kemungkinan jokowi 3 periode
bahas anies dijegal
bahas ibu kota nusantara
bahas rt sebelah ngawinin janda
bahas lomba kicau

banyak kok",baksobakar_20,in,Negative
2022-12-04 14:26:12+00:00,1.59941E+18,"Seperti isu resesi pada th 2023. Resesi itu krn terjadi pertumbuhan Ekonomi yg negatif di 2 kuartal sebuah negara 

Dan faktor yg mempengaruhinya adalah GDP. Sedangkan sektor penyumbang GDP di Indonesia bukan ekspor impor, melainkan konsumsi rumah tangga.",jabbar_sambudi,in,Negative
2022-12-04 13:17:52+00:00,1.59939E+18,"1) Mikirin strategi menghadapi resesi ekonomi 2023 (100 points) @DaissyEUs
2) Foto depan candi (75 points) @StarkeyEUs
3) Karaoke aku bisa membuatmu jatuh cinta kepadaku meski kau tak Kristen (50 points) @HaileeEUs
4) Subuhan. (25 points) @FassbenderEUs

Yg gw rt dpt 15 points",blendeads,in,Negative
2022-12-04 12:41:57+00:00,1.59938E+18,"Resesi disebut juga dengan kondisi dimana melambatnya atau memburuknya perputaran ekonomi suatu negara.

Lalu, bagaimana penjelasan lebih lanjut mengenai resesi ? Apakah Indonesia akan mengalami resesi di tahun 2023? https://t.co/1JJMDdmmVJ",bem_unpad,in,Negative
2022-12-04 12:41:46+00:00,1.59938E+18,[RESESI EKONOMI 2023: SIAPA TAKUT?] https://t.co/4ptT3ZuRML,bem_unpad,in,Negative
2022-12-04 10:40:20+00:00,1.59935E+18,"Bagaimana cara menghadapi resesi ekonomi? Yuk simak tipsnya berikut ini. Baru-baru ini kita dihebohkan oleh beberapa berita yang mengabarkan terkait resesi ekonomi di tahun 2023.
#forex #TradingSignals #tradingnews

https://t.co/67UWAJspNp",TradingNewsID,in,Negative
2022-12-04 10:07:06+00:00,1.59934E+18,@FWBESS Sambil bahas ekonomi makro Indonesia ditengah isu resesi 2023,sobifoni,in,Negative
2022-12-04 10:04:00+00:00,1.59934E+18,Menakar Potensi Resesi Ekonomi Nasional 2023 https://t.co/0HOcEJQxyo,the_geotimes,in,Negative
2022-12-04 07:02:29+00:00,1.5993E+18,"Lanjutan 
muncul adalah resesi, tingginya inflasi, pelambatan bahkan pelemahan ekonomi. Resesi tahun 2023 pun diprediksi akan berlangsung cukup lama dan akut jika dibandingkan resesi 1998 dan 2008.

Namun, Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, menilai ancaman next...",patualanggaAsse,in,Negative
2022-12-04 04:59:30+00:00,1.59927E+18,"SURABAYA- Dunia disebut sdg menuju ketidakpastian ekonomi global. Ancaman yang muncul adalah resesi, tingginya inflasi, pelambatan bahkan pelemahan ekonomi. Resesi tahun 2023 pun diprediksi akan berlangsung cukup lama dan akut jk dibandingkan resesi 1998 dan 2008 #LaNyalla #DPD",CallCentreCan,in,Negative
2022-12-04 01:23:50+00:00,1.59921E+18,Investor Pasar Saham Waspadai Resesi dan Turbulensi di 2023    #LengkapCepatBeritanya #Keuangan #Ekonomi #InfoSaham #HargaSaham . https://t.co/0CzOKxrDem,okezonenews,in,Negative
2022-12-04 00:35:23+00:00,1.5992E+18,@tanyarlfes Mau apalagi selain ngebahas utang negara dan resesi ekonomi 2023,mabas39,in,Negative
2022-12-03 20:04:08+00:00,1.59913E+18,"Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global 2023
...... https://t.co/RNqN6BbHa8",amerika_kost,in,Negative
2022-12-03 14:48:36+00:00,1.59905E+18,"Resesi Akbar Ekonomi Eropa: 2022 Tanpa Prospek, Masa Suram 2023 https://t.co/JQbwD4kZS7",kompasiana,in,Negative
2022-12-03 13:36:04+00:00,1.59903E+18,Simak Tanggapan Elon Musk tentang resesi 2023 yang Banyak Diprediksi Analis: Elon Musk menguraikan pandangannya tentang resesi 2023 yang diprediksi banyak pihak ekonomi di Dunia saat ini https://t.co/1oV8SJxAHh,BisBanNews,in,Negative
2022-12-03 11:00:46+00:00,1.599E+18,"Punya pangsa pasar ekonomi yang besar Indonesia dinilai masih aman dari resesi global 2023 :
https://t.co/5DWXAkB6w5

#kinerjaJokowiBerhasil #IndonesiaAmanResesiGlobal #EkonomiKuat #IndonesiaTahanResesi #BbmAmanAPBNKuat #EkonomiKuat #SukseskanKebijakanPemerintah",ajehajeng,in,Negative
2022-12-03 10:36:59+00:00,1.59899E+18,"Punya Pangsa Pasar Ekonomi yang Besar, Indonesia Dinilai Masih Aman dari Ancaman Resesi Global 2023
https://t.co/tYjz04GwMP

#kinerjaJokowiBerhasil #IndonesiaAmanResesiGlobal #EkonomiKuat #IndonesiaTahanResesi #BbmAmanAPBNKuat #EkonomiKuat #SukseskanKebijakanPemerintah",uluntwit,in,Negative
2022-12-03 10:04:00+00:00,1.59898E+18,Menakar Potensi Resesi Ekonomi Nasional 2023 https://t.co/0HOcEJQxyo,the_geotimes,in,Negative
2022-12-03 10:01:32+00:00,1.59898E+18,"INDONESIA TERBEBAS DARI RESESI EKONOMI 2023‼️‼️

Stay safe untuk wilayah Garut Jabar karna sekarang barusan Gempa 🙏🥺❤️🇮🇩 https://t.co/FXISEXa7ai",ArianiReswara,in,Negative
2022-12-03 07:54:53+00:00,1.59895E+18,"Nah BRI optimistis apabila kredit tetap tumbuh secara selektif, maka akan memberikan dampak positif terhadap ketahanan ekonomi nasional . Apalagi ditengah banyak isu resesi ekonomi di 2023 nih .

#TransformasiBRI",UaenaLeeyoung,in,Negative
2022-12-03 03:30:59+00:00,1.59888E+18,"Dengan menjaga kestabilan daya beli masyarakat, maka Indonesia akan tahan terhadap resesi ekonomi global yang diprediksi akan datang pada tahun 2023. #ResesiEkonomi #IndonesiaKuat #IndonesiaHebat https://t.co/0K18eR8p5l",jaringanmuda_ID,in,Negative
2022-12-03 03:30:47+00:00,1.59888E+18,"Dengan menjaga kestabilan daya beli masyarakat, maka Indonesia akan tahan terhadap resesi ekonomi global yang diprediksi akan datang pada tahun 2023. #ResesiEkonomi #IndonesiaKuat #IndonesiaHebat https://t.co/E6DZyReR9Z",jaringanmuda_ID,in,Negative
2022-12-03 03:30:35+00:00,1.59888E+18,"Dengan menjaga kestabilan daya beli masyarakat, maka Indonesia akan tahan terhadap resesi ekonomi global yang diprediksi akan datang pada tahun 2023. #ResesiEkonomi #IndonesiaKuat #IndonesiaHebat https://t.co/TWUsqbkigN",jaringanmuda_ID,in,Negative
2022-12-03 02:55:14+00:00,1.59887E+18,"Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah atasi resesi global 2023

#StrategiHadapiKrisis https://t.co/UC0en0CGzj",tsur4r4_,in,Negative
2022-12-03 02:05:52+00:00,1.59886E+18,Isu ekonomi tahun depan yg akan jadi krisis ekonomi global membuat pertaruhan saya di 2023 akankah jadi resesi atau resepsi.,SenyawaDikotil,in,Negative
2022-12-03 01:34:39+00:00,1.59885E+18,"Dampak dari Covid-19 yang berkepanjangan ditambah dengan perang Rusia Ukraina membuat ekonomi dunia masuk ke dalam masa resesi. Tahun 2023, Presiden, menteri keuangan, dll mengatakan ""bahwa tahun 2023 akan lebih gelap lagi"". Kira-kira Indonesia bisa aman dari resesi ga ya? 🤔 https://t.co/rOTQp2HQzA",EdwardAlexWi,in,Negative
2022-12-03 01:29:51+00:00,1.59885E+18,"Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk mengatasi resesi global di 2023

#StrategiHadapiKrisis https://t.co/A4UMcT5Ldn",Rosecat27412184,in,Negative
2022-12-03 00:05:02+00:00,1.59883E+18,"""Ekonomi RI Tumbuh agar Jadi Bekal Pemerintah Untuk Atasi Resesi Global Di 2023""
 #StrategiHadapiKrisis https://t.co/5RYmXquPKN",cesyy19,in,Negative
2022-12-03 00:03:51+00:00,1.59883E+18,"""Ekonomi RI Tumbuh Jadi Bekal Pemerintah Untuk Atasi Resesi Global Di 2023""
 #StrategiHadapiKrisis https://t.co/olHsHI4Grd",arisputra1515,in,Negative
2022-12-03 00:02:13+00:00,1.59883E+18,"Pertumbuhan Ekonomi RI Tumbuh agar Jadi Bekal Pemerintah untuk mengatasi resesi Global tahun 2023
#StrategiHadapiKrisis #IndonesiaAntiResesi https://t.co/YfYpAfjcaC",Satuaja_Satu,in,Negative
2022-12-03 00:01:24+00:00,1.59883E+18,pertumbuhan ekonomi RI yang tumbuh dijadikan bekal pemerintah untuk atasi resesi global 2023 #StrategiHadapiKrisis #IndonesiaAntiResesi https://t.co/nza2yjq9tF,delnve,in,Negative
2022-12-03 00:01:17+00:00,1.59883E+18,Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global di 2023 #StrategiHadapiKrisis https://t.co/A8GdY3gVKF,komandandz,in,Negative
2022-12-03 00:00:31+00:00,1.59883E+18,"pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global 2023
#StrategiHadapiKrisis https://t.co/AH1UcYM9CE",gadapengikut,in,Negative
2022-12-03 00:00:18+00:00,1.59883E+18,"Pertumbuhan ekonomi RI tetap tumbuh positif jadi bekal pemerintah untuk atasi resesi global 2023
 #StrategiHadapiKrisis #IndonesiaAntiResesi https://t.co/xYelqtOESV",bbhlofu,in,Negative
2022-12-03 00:00:02+00:00,1.59883E+18,Pertumbuhan ekonomi Ri tumbuh jadi bekal pemerintah untuk atasi resesi global di 2023 #StrategiHadapiKrisis #DukungKUHP https://t.co/f94mBkF4Cx,0xthv143,in,Negative
2022-12-03 00:00:01+00:00,1.59883E+18,"pertumbuhan Ekonomi RI bisa Tumbuh dan bisa menjdu bekal untuk atasai Resesi di tahun 2023 

#StrategiHadapiKrisis #MariBerinvestadidiIndonesia https://t.co/Gib0LPHvGe",musiciwn,in,Negative
2022-12-03 00:00:00+00:00,1.59883E+18,"Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global di 2023.
#StrategiHadapiKrisis #IndonesiaAntiResesi https://t.co/Ov6E3mnR2G",rohna7,in,Negative
2022-12-02 23:51:36+00:00,1.59883E+18,"Pertumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global di 2023.
 #StrategiHadapiKrisis https://t.co/2cRpt0RdjI",NoviRoose,in,Negative
2022-12-02 23:50:59+00:00,1.59883E+18,"Perrumbuhan ekonomi RI tumbuh jadi bekal pemerintah untuk atasi resesi global di 2023.
 #StrategiHadapiKrisis https://t.co/8nF8apKCMc",nvroost,in,Negative
2022-12-02 14:34:22+00:00,1.59869E+18,"Siapkah Anda menghadapi resesi ekonomi 2023?

https://t.co/L9qcQ4DP5Y

https://t.co/buxyGcaEfv » https://t.co/qR9k3hVSmk

#vccfootball #vccfootballofc #vccfootballcryptobet #vccfootballworldcup #vccfootballqatar22 #cuan #Indonesia #Olahraga #Bola #investment #penghasilantambahan https://t.co/NDAz6xXpe2",AnnachenVcc,in,Negative
2022-12-02 10:05:50+00:00,1.59862E+18,"@alisyarief 🤔 katanya akan terjadi resesi berat di 2023, kok maksain bangun ikn???  Rakyat disuruh susah ekonomi,  sementara oligarki pesta pora bancakan proyek ikn 🙄🙄🙄🙄",JuhaniEnju,in,Negative
2022-12-02 10:04:00+00:00,1.59862E+18,Menakar Potensi Resesi Ekonomi Nasional 2023 https://t.co/0HOcEJQxyo,the_geotimes,in,Negative
2022-12-02 07:22:39+00:00,1.59858E+18,"Jokowi: Salah Satu Fokus APBN 2023 Adalah untuk Membangun IKN Nusantara

https://t.co/JHihdbgFg1 

#jokowi #ikn #nusantara #apbn #fokus #anggaran #resesi #ekonomi #indonesia #nasional #prmn #pikiranrakyat #prmnsahabatumkm #pikiranrakyatmedianetwork #potensilokalgonasional",pikiran_rakyat,in,Negative
2022-12-02 07:00:40+00:00,1.59857E+18,Pembangunan IKN masih terus berjalan meski ada ancaman resesi ekonomi global 2023 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/urJQksIup7,pradika317,in,Negative
2022-12-02 04:51:02+00:00,1.59854E+18,"Jaga Ketahanan Ekonomi di Tengah Ancaman Resesi 2023, Pemerintah Soroti Ini https://t.co/r7gDz1irje",VIVAcoid,in,Negative
2022-12-02 03:26:34+00:00,1.59852E+18,"@jokowi Semangaat INDONESIA.

Perkembangan,
Dinamika Global

SEMOGA:

1.Pertumbuhan Ekonomi RI:
-Thn 2022: lebih 5,6%
-Thn 2023: 5,8% - 6,3%

Jika pertumbuhan ekonomi positif, artinya tidak ada resesi.

2.Meningkatkan pengendalian inflasi.
Thn 2023, smg inflasi di bawah 5%.",1404Stj,in,Negative
2022-12-02 02:40:41+00:00,1.59851E+18,"Pembangunan IKN Nusantara masih tetap berjalan meski ada ancaman resesi ekonomi global yang diprediksi terjadi di 2023.
#IKNSejahterakanIndonesia 
#PembangunanUntukRakyat 
#indonesiamendunia https://t.co/la8XxwBb2j",Coffee2Talks,in,Negative
2022-12-02 02:21:26+00:00,1.5985E+18,"“2023 GELAP! Kiamat Resesi, kehancuran ekonomi dunia. IHSG kembali ke goceng, save your money😱😱😱”

Anjay 😂😂😂
#ghibahinvestasi @tigorsiagian https://t.co/CePrkmeJSd",dhe_mand,in,Negative
2022-12-01 16:18:25+00:00,1.59835E+18,"Ekonom: Krisis Ekonomi 2023 Berisiko Lebih Lama dan Akut

https://t.co/KLhETM62Vu

#lanyalla #krisis #resesi",LaNyallaAcademy,in,Negative
2022-12-01 14:48:56+00:00,1.59833E+18,"Gold siap menjadi komoditas unggulan di tahun 2023 jika dunia memasuki resesi. pemulihan pertumbuhan ekonomi China juga akan menopang logam industri, Faktor lainnya adalah global deflationary yang akan menggeser pengetatan bank sentral ke pelonggaran, yang akan menopang emas. https://t.co/a4hrKvnslt",RIKOPEDIA2008,in,Negative
2022-12-01 14:46:04+00:00,1.59833E+18,"Gold siap menjadi komoditas unggulan pada tahun 2023 jika dunia memasuki resesi. pemulihan pertumbuhan ekonomi China juga akan menopang logam industri, Faktor lainnya adalah global deflationary yang akan menggeser pengetatan bank sentral ke pelonggaran, yang akan menopang emas. https://t.co/IrfBCPs6EM",RIKOPEDIA2008,in,Negative
2022-12-01 13:56:28+00:00,1.59832E+18,@YoelRom15853487 @msaid_didu @KPK_RI faktor pesimis kalo orang indonesia (terutama yg berduit) melakukan aksi tahan duit karena kemakan issue horor resesi 2023 ..... padahal horor itu justru akan terjadi bila tidaka ada perputaran ekonomi akibat nahan duut.,endonesiatwit,in,Negative
2022-12-01 13:43:05+00:00,1.59831E+18,"Erma Optimistis Penguatan UMKM Bisa Selamatkan Ekonomi dari Resesi: ASKARA Penguatan dan Pemberdayaan Usaha Mikro Kecil dan Menengah (UMKM) bisa menyelamatkan perekonomian Indonesia dari kekhawatiran terhadap terpaan resesi ekonomi tahun 2023. 

Demikian… https://t.co/zGObZa2k9a",AskaraOfficial,in,Negative
2022-12-01 12:16:25+00:00,1.59829E+18,"Menghadapi kondisi ekonomi yang sulit di tengan isu resesi yang dipredisikan akan terjadi 2023,  Kantor Perwakilan Bank Indonesia (BI) Provinsi Jawa Tengah optimis perekonomian Jawa Tengah tetap tumbuh tinggi sekitar 4,5 – 5,3% (yoy).
https://t.co/H7H1TKnajO",berlianmedia1,in,Negative
2022-12-01 11:39:25+00:00,1.59828E+18,"Dear #RisingWoman!

Ternyata bukan Resesi! Ini Biang Kerok Ambruknya Ekonomi Global pada 2023 https://t.co/zVRHvFtrsV",uprintis_id,in,Negative
2022-12-01 09:42:18+00:00,1.59825E+18,"Ekonomi Sulsel Tak akan Dipengaruhi Bayang-bayang Resesi 2023

Baca Selengkapnya: https://t.co/hQsEThHHDz

#BeritaTerkini #media #Online #news #BreakingNews #Ekonomi #sulsel #bayangbayang #resesi #Indonesia",portalmediaid,in,Negative
2022-12-01 08:09:21+00:00,1.59823E+18,"Jokowi: Awal 2023 sudah masuk resesi global
Sri Mulyani: Ekonomi sudah pulih seperti sebelum Covid

Terus gimana dengan resesi? Apa yang mesti dilakukan?
https://t.co/5wRbPWWxWX",CelotehanHeg,in,Negative
2022-12-01 06:45:23+00:00,1.59821E+18,#Terpopuler Potensi ancaman resesi ekonomi global 2023 jadi atensi para operator seluler di Indonesia. Mereka masing-masing menyiapkan jurus tangkisan. https://t.co/AGP2g9AKDx,detikinet,in,Negative
2022-12-01 06:36:53+00:00,1.5982E+18,"Semoga APBN Kita tetap terjaga, menopang ekonomi Indonesia sehingga tidak terdampak ancaman resesi global 2023",GusCah,in,Negative
2022-12-01 06:00:32+00:00,1.5982E+18,"Kebal Resesi! Bos BI Prediksi Ekonomi RI Tumbuh 5,3 Persen pada 2023.

Watchlist : BBRI, BMRI, BBNI, BBTN, UNVR, ICBP, GOTO, BUKA, BELI, TINS, INCO, ANTM, PWON, BSDE, CTRA

Source :  https://t.co/gak9zgCeic",SekuritasBahana,in,Negative
2022-12-01 05:46:37+00:00,1.59819E+18,weh masuk des 2022 artinyaa otw 2023 makin kerass nih harga harga apapun naik bgt trs kek ekonomi mulai nih... keinget penjelasan ttg resesi di matkul ekopolint. kek anjir sdih bgt apa2 naik as anak kos sangat sangat sangat berat ya allah bismillah aja udah😭🦋😔🤍🎀,imyoursbebiy,in,Negative
2022-12-01 05:31:42+00:00,1.59819E+18,Ekonomi RI aman dari resesi 2023 #Ekonomi #JokowiPresidenku #hustlefund #resesiglobal https://t.co/vJjq9uHw6B,hoholucu,in,Negative
2022-12-01 03:20:40+00:00,1.59816E+18,"Penyebab penurunan tersebut terjadi akibat rendahnya demand, yg menjadi indikasi pelambatan ekonomi global, bahkan menuju resesi di th 2023. Akibat rendahnya demand, output juga rendah, dan tingkat perekrutan karyawan mulai melambat. Satu lagi indikasi PHK massal berisiko meluas.",j_sulut,in,Negative
2022-12-01 02:04:41+00:00,1.59814E+18,"Presiden Joko Widodo (Jokowi) mengatakan ekonomi global diperkirakan sudah resesi pada awal 2023. Sebab itu, seluruh jajaran pemerintah tidak boleh hanya bekerja normal, tetapi harus selalu peka terhadap krisis.

#resesi #ekonomi #jokowi #news #trending
https://t.co/sj0V9rcO2t",koranjakarta_id,in,Negative
2022-12-01 02:03:19+00:00,1.59814E+18,"Nilai ekspor Indonesia tahun 2023 dapat tetap terjaga bahkan meningkat dengan prinsip kehati-hatian, namun tahun depan bisa menurun karena problem di Tiongkok karena policy nol Covid, juga dengan Uni Eropa imbas pelemahan ekonomi dan resesi.",pnugroho28,in,Negative
