Datetime,Tweet Id,Tweet,Username,Language,English,Sentiment,Composes,Tweet_clean,Tweet_preprocessed,Clean_Sentence
2022-11-21 13:40:46+00:00,1594687265929920512,"@kebucinanhuhah @InYurim15 Yakin nih..... prediksi th 2023 resesi ekonomi.....
Tp tetep aja bakal ada idol bilang ""hai Indonesia, tunggu kami ya..."" Wkwkwk",iam_mrs_bang,in,"@kebucinanhuhah @InYurim15 I'm sure..... prediction for 2023 economic recession.....
But there will still be idols saying ""Hey Indonesia, wait for us, okay?"" Wkwkwk",Positive,"{'neg': 0.073, 'neu': 0.772, 'pos': 0.154, 'compound': 0.2732}",yakin nih prediksi th resesi ekonomi tp tetep aja bakal ada idol bilang hai indonesia tungu kami ya wkwkwk,"['prediksi', 'th', 'resesi', 'ekonomi', 'tp', 'tetep', 'idol', 'hai', 'indonesia', 'tungu', 'wkwkwk']",prediksi th resesi ekonomi tp tetep idol hai indonesia tungu wkwkwk
2022-11-21 13:26:19+00:00,1594683629556621314,Tahun 2023 merupakan tahun yang masih dibayangi potensi resesi global dan ketidakpastian akibat kondisi geopolitik yang belum mereda di tengah agenda pemulihan ekonomi domestik. https://t.co/uwBsrv3EZ1,COREIndonesia,in,2023 is a year that is still overshadowed by the potential for a global recession and uncertainty due to geopolitical conditions that have not yet subsided amidst the domestic economic recovery agenda. https://t.co/uwBsrv3EZ1,Negative,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.6369}",tahun merupakan tahun yang masih dibayangi potensi resesi global dan ketidakpastian akibat kondisi geopolitik yang belum mereda di tengah agenda pemulihan ekonomi domestik,"['bayang', 'potensi', 'resesi', 'global', 'ketidakpastian', 'akibat', 'kondisi', 'geopolitik', 'reda', 'agenda', 'pulih', 'ekonomi', 'domestik']",bayang potensi resesi global ketidakpastian akibat kondisi geopolitik reda agenda pulih ekonomi domestik
2022-11-21 10:19:48+00:00,1594636689309569024,"Diprediksi Resesi Ekonomi 2023, Wisnumurti Optimis Perhelatan Pemilu Tetap Berjalan https://t.co/wzr0tlI3Jf",baliwakenews1,in,"Predicted Economic Recession in 2023, Wisnumurti Optimistic Election Event Will Continue https://t.co/wzr0tlI3Jf",Negative,"{'neg': 0.185, 'neu': 0.662, 'pos': 0.152, 'compound': -0.128}",diprediksi resesi ekonomi wisnumurti optimis perhelatan pemilu tetap berjalan,"['prediksi', 'resesi', 'ekonomi', 'wisnumurti', 'optimis', 'helat', 'milu', 'jalan']",prediksi resesi ekonomi wisnumurti optimis helat milu jalan
2022-11-21 08:56:25+00:00,1594615707978735616,"Gelombang Pemutusan Hubungan Kerja (PHK) diperkirakan terus terjadi diberbagai perusahaan Startup. Sebab kondisi ekonomi yang sulit akibat adanya ancaman resesi global di tahun 2023, membuat persaingan mencari suntikan dana dari investor semakin ketat.

https://t.co/BedYhz0XT9",derasdotid,in,"The wave of layoffs (PHK) is expected to continue to occur in various start-up companies. Due to the difficult economic conditions resulting from the threat of a global recession in 2023, competition for capital injections from investors is getting tighter.

https://t.co/BedYhz0XT9",Negative,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.8271}",gelombang pemutusan hubungan kerja phk diperkirakan terus terjadi diberbagai perusahan startup sebab kondisi ekonomi yang sulit akibat adanya ancaman resesi global di tahun membuat persaingan mencari suntikan dana dari investor semakin ketat,"['gelombang', 'putus', 'hubung', 'kerja', 'phk', 'bagai', 'usah', 'startup', 'kondisi', 'ekonomi', 'sulit', 'akibat', 'ancam', 'resesi', 'global', 'saing', 'cari', 'sunti', 'dana', 'investor', 'ketat']",gelombang putus hubung kerja phk bagai usah startup kondisi ekonomi sulit akibat ancam resesi global saing cari sunti dana investor ketat
2022-11-21 06:40:57+00:00,1594581614088146944,"@alvyarima Hati hatii buuuuuu, 2023 resesi ekonomi wkwk",firyalalbi,in,"@alvyarima Be careful buuuuuu, 2023 economic recession hahaha",Positive,"{'neg': 0.215, 'neu': 0.385, 'pos': 0.4, 'compound': 0.34}",hati hati bu resesi ekonomi wkwk,"['hati', 'hati', 'bu', 'resesi', 'ekonomi', 'wkwk']",hati hati bu resesi ekonomi wkwk
2022-11-21 06:31:45+00:00,1594579298278854657,Amsakar Optimis Batam Bakal Terhindari dari Resesi Ekonomi 2023 https://t.co/1gyq5LwPEF,batamtoday,in,Amsakar is optimistic that Batam will avoid an economic recession in 2023 https://t.co/1gyq5LwPEF,Negative,"{'neg': 0.289, 'neu': 0.578, 'pos': 0.133, 'compound': -0.4019}",amsakar optimis batam bakal terhindari dari resesi ekonomi,"['amsakar', 'optimis', 'batam', 'hindar', 'resesi', 'ekonomi']",amsakar optimis batam hindar resesi ekonomi
2022-11-21 05:30:00+00:00,1594563758315122691,"Dunia saat ini sedang dihadapkan pada kondisi resesi dan ancaman krisis ekonomi yang diindikasikan akan terjadi puncaknya pada tahun 2023 
#TolakOJKdiKoperasi
Koperasi Amanat Konstitusi https://t.co/BpbSg8mLEw",FirmansyahDarel,in,"The world is currently facing a recession and the threat of an economic crisis which is indicated to peak in 2023
#RejectOJKinCooperatives
Constitutional Mandate Cooperatives https://t.co/BpbSg8mLEw",Negative,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.8834}",dunia sat ini sedang dihadapkan pada kondisi resesi dan ancaman krisis ekonomi yang dindikasikan akan terjadi puncaknya pada tahun koperasi amanat konstitusi,"['dunia', 'sat', 'hadap', 'kondisi', 'resesi', 'ancam', 'krisis', 'ekonomi', 'dindikasikan', 'puncak', 'koperasi', 'amanat', 'konstitusi']",dunia sat hadap kondisi resesi ancam krisis ekonomi dindikasikan puncak koperasi amanat konstitusi
2022-11-21 03:37:33+00:00,1594535461669965824,"Resesi ekonomi global yg didengungkan 2023, kita ambil positifnya agar setiap kebijakan yg diambil sd harus tentu , mempertimbang antisifatif dr hal tersebut supaya tidak menyerang negara tercinta ini, tdk bisa tidak koloborasi semua elemen dan stabilitas keamanan kawasan",EdiSubr27020082,in,"The global economic recession that is being talked about in 2023, we take the positives so that every policy taken must of course take into account the anti-nature of this so that it does not attack this beloved country, it cannot but collaborate with all elements and regional security stability",Positive,"{'neg': 0.034, 'neu': 0.798, 'pos': 0.169, 'compound': 0.766}",resesi ekonomi global yg didengungkan kita ambil positifnya agar setiap kebijakan yg diambil sd harus tentu mempertimbang antisifatif dr hal tersebut supaya tidak menyerang negara tercinta ini tdk bisa tidak koloborasi semua elemen dan stabilitas keamanan kawasan,"['resesi', 'ekonomi', 'global', 'dengung', 'ambil', 'positif', 'bijak', 'ambil', 'sd', 'timbang', 'antisifatif', 'serang', 'negara', 'cinta', 'koloborasi', 'elemen', 'stabilitas', 'aman', 'kawasan']",resesi ekonomi global dengung ambil positif bijak ambil sd timbang antisifatif serang negara cinta koloborasi elemen stabilitas aman kawasan
2022-11-21 03:00:30+00:00,1594526137954115585,"Apakah benar, Resesi ekonomi 2023 akan terjadi dan menjadi hal menyeramkan? Pengen tau strategi mengatasinya,..yukk baca disini👇
https://t.co/4NEbrl71qQ",dewi_s26,in,"Is it true that the 2023 economic recession will happen and be scary? Want to know the strategy to overcome it, let's read here👇
https://t.co/4NEbrl71qQ",Negative,"{'neg': 0.171, 'neu': 0.712, 'pos': 0.117, 'compound': -0.4404}",apakah benar resesi ekonomi akan terjadi dan menjadi hal menyeramkan pengen tau strategi mengatasinyayuk baca disini👇,"['resesi', 'ekonomi', 'seram', 'ken', 'strategi', 'mengatasinyayuk', 'baca', 'sini']",resesi ekonomi seram ken strategi mengatasinyayuk baca sini
2022-11-21 02:46:03+00:00,1594522498426580992,"Belakangan ini lagi marak banget pembicaraan soal resesi ekonomi di tahun 2023. 

Apaan tuh? 
Penyebabnya apa? 
Dampaknya gimana? 
Yok kita bahas sama-sama.

#LippoInsurance 
#LGI 
#Insurance 
#HealthInsurance #GeneralInsurance 
#Resesi2023 https://t.co/Ons10lrR5Q",lippoinsurance,in,"Recently, there has been a lot of talk about an economic recession in 2023.

What is that?
What's the cause?
What's the impact?
Come on, let's discuss it together.

#LippoInsurance
#LGI
#Insurance
#HealthInsurance #GeneralInsurance
#Recession2023 https://t.co/Ons10lrR5Q",Negative,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.5171}",belakangan ini lagi marak banget pembicaran soal resesi ekonomi di tahun apan tuh penyebabnya apa dampaknya gimana yok kita bahas samasama,"['marak', 'banget', 'pembicaran', 'resesi', 'ekonomi', 'apan', 'sebab', 'dampak', 'gimana', 'yok', 'bahas', 'samasama']",marak banget pembicaran resesi ekonomi apan sebab dampak gimana yok bahas samasama
2022-11-21 02:14:15+00:00,1594514497464840193,"Kalau ikutkan beberapa kawan2 Temerloh takut Cina akan pegang katanya. Aku tak peduli ketakutan mereka bukan masalah aku. Aku bimbang resesi ekonomi 2023 dan kuasa membeli kurang, aku tak tau aku boleh survive ke tak niiii",bulletofmine,in,"If you include some of Temerloh's friends, you are afraid that China will take his word for it. I don't care, their fears are not my problem. I'm worried about the 2023 economic recession and less purchasing power, I don't know if I can survive or not",Neutral,"{'neg': 0.135, 'neu': 0.728, 'pos': 0.137, 'compound': 0.016}",kalau ikutkan beberapa kawan temerloh takut cina akan pegang katanya aku tak peduli ketakutan mereka bukan masalah aku aku bimbang resesi ekonomi dan kuasa membeli kurang aku tak tau aku boleh survive ke tak ni,"['ikut', 'kawan', 'temerloh', 'takut', 'cina', 'pegang', 'peduli', 'takut', 'bimbang', 'resesi', 'ekonomi', 'kuasa', 'beli', 'survive', 'ni']",ikut kawan temerloh takut cina pegang peduli takut bimbang resesi ekonomi kuasa beli survive ni
2022-11-20 15:10:48+00:00,1594347534633562113,resesi ekonomi 2023,DeaRopija,in,economic recession 2023,Negative,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",resesi ekonomi,"['resesi', 'ekonomi']",resesi ekonomi
2022-11-20 10:16:07+00:00,1594273373336399872,"Ancaman Resesi Ekonomi, Erick Thohir 'Pede' BUMN Sumbang Rp12,5 Triliun ke Negara 2023 #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/aYiXxVO7QX",okezonenews,in,"Threat of Economic Recession, Erick Thohir 'Confident' BUMN Donates IDR 12.5 Trillion to Country in 2023 #CompleteQuickNews #Finance #Economy #Economy #IndonesianEconomy . https://t.co/aYiXxVO7QX",Negative,"{'neg': 0.211, 'neu': 0.68, 'pos': 0.109, 'compound': -0.4588}",ancaman resesi ekonomi erick thohir pede badan usaha milik negara sumbang rp triliun ke negara,"['ancam', 'resesi', 'ekonomi', 'pede', 'badan', 'usaha', 'milik', 'negara', 'sumbang', 'rp', 'triliun', 'negara']",ancam resesi ekonomi pede badan usaha milik negara sumbang rp triliun negara
2022-11-20 07:50:27+00:00,1594236716097097728,"Ide Bisnis Penghasil Cuan di Masa Resesi Ekonomi 2023
(A Thread)",ShopeeEveryday,in,"Profit-Making Business Ideas during the 2023 Economic Recession
(A Thread)",Negative,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",ide bisnis penghasil cuan di masa resesi ekonomi a thread,"['ide', 'bisnis', 'hasil', 'cuan', 'resesi', 'ekonomi', 'a', 'thread']",ide bisnis hasil cuan resesi ekonomi a thread
2022-11-19 12:08:59+00:00,1593939392430997504,"Resesi ekonomi di tahun 2023 sudah di depan mata, namun kondisi sulit masih menghantui Petani. Belum lagi berbagai kebijakan yang membuat para Pekebun kian meringis di masa sulit saat ini.

Mampukah sektor pertanian perkebunan tanah air melewati resesi yang akan terjadi? https://t.co/xF9Do1Txrr",tbsconsulting,in,"An economic recession in 2023 is in sight, but difficult conditions still haunt farmers. Not to mention the various policies that make Planters increasingly grimace in the current difficult times.

Can the country's agricultural plantation sector survive the upcoming recession? https://t.co/xF9Do1Txrr",Negative,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.9528}",resesi ekonomi di tahun sudah di depan mata namun kondisi sulit masih menghantui petani belum lagi berbagai kebijakan yang membuat para pekebun kian meringis di masa sulit sat ini mampukah sektor pertanian perkebunan tanah air melewati resesi yang akan terjadi,"['resesi', 'ekonomi', 'mata', 'kondisi', 'sulit', 'hantu', 'tani', 'bijak', 'kebun', 'kian', 'mering', 'sulit', 'sat', 'sektor', 'tani', 'kebun', 'tanah', 'air', 'lewat', 'resesi']",resesi ekonomi mata kondisi sulit hantu tani bijak kebun kian mering sulit sat sektor tani kebun tanah air lewat resesi
2022-11-19 11:36:04+00:00,1593931106193395713,"Ancaman Resesi Ekonomi 2023, Pemprov Jabar Siapkan BLT Korban PHK

#Jabar #ResesiEkonomi #PHK #PHKMassal #TenagaKerja #BLT #RidwanKamil #KangEmil https://t.co/yWK1njLS3T",JABARSatuMedia,in,"Threat of Economic Recession in 2023, West Java Provincial Government Prepares BLT for Layoff Victims

#West Java #EconomicRecession #PHK #MassalPHK #TenagaKerja #BLT #RidwanKamil #KangEmil https://t.co/yWK1njLS3T",Negative,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.8176}",ancaman resesi ekonomi pemprov jabar siapkan blt korban phk,"['ancam', 'resesi', 'ekonomi', 'pemprov', 'jabar', 'siap', 'blt', 'korban', 'phk']",ancam resesi ekonomi pemprov jabar siap blt korban phk
2022-11-19 08:29:20+00:00,1593884116587786241,"HALLO SOBAT EKRAF!!!🤗💸

KEMENTERIAN EKONOMI KREATIF BEM KM UPN ""VETERAN"" YOGYAKARTA 
[Proudly Present] 

🎉 SEMINAR FINANCE 🎉

*""RESESI 2023 APAKAH MUNGKIN TERJADI? BAGAIMANA MENURUT SUDUT PANDANG INVESTASI ?""*

Our event will be held with Expert Speaker. 😍✨ https://t.co/ITHPBVa7J6",bemkmupnvy,in,"HELLO EKRAF FRIENDS!!!🤗💸

MINISTRY OF CREATIVE ECONOMICS BEM KM UPN ""VETERAN"" YOGYAKARTA
[Proudly Present]

🎉 FINANCE SEMINAR 🎉

*""IS A RECESSION POSSIBLE TO HAPPEN IN 2023? WHAT FROM AN INVESTMENT POINT OF VIEW?""*

Our event will be held with Expert Speakers. 😍✨ https://t.co/ITHPBVa7J6",Positive,"{'neg': 0.048, 'neu': 0.605, 'pos': 0.347, 'compound': 0.9693}",halo sobat ekraf🤗💸 kementerian ekonomi kreatif bem km upn veteran yogyakarta proudly present 🎉 seminar finance 🎉 resesi apakah mungkin terjadi bagaimana menurut sudut pandang investasi our event wil be held with expert speaker 😍✨,"['halo', 'sobat', 'ekraf', 'menteri', 'ekonomi', 'kreatif', 'bem', 'km', 'upn', 'veteran', 'yogyakarta', 'proudly', 'present', '', 'seminar', 'finance', '', 'resesi', 'sudut', 'pandang', 'investasi', 'our', 'event', 'wil', 'be', 'held', 'with', 'expert', 'speaker', '']",halo sobat ekraf menteri ekonomi kreatif bem km upn veteran yogyakarta proudly present  seminar finance  resesi sudut pandang investasi our event wil be held with expert speaker 
2022-11-19 08:21:51+00:00,1593882232426762240,"Ancaman resesi dan perlambatan ekonomi global pada 2023 bukanlah tantangan yang mudah, namun kondisi perusahaan Indonesia level aman. https://t.co/5ToDRo145I",Agil_Putra97,in,"The threat of a recession and global economic slowdown in 2023 is not an easy challenge, but the condition of Indonesian companies is at a safe level. https://t.co/5ToDRo145I",Neutral,"{'neg': 0.205, 'neu': 0.681, 'pos': 0.114, 'compound': -0.0165}",ancaman resesi dan perlambatan ekonomi global pada bukanlah tantangan yang mudah namun kondisi perusahan indonesia level aman,"['ancam', 'resesi', 'lambat', 'ekonomi', 'global', 'tantang', 'mudah', 'kondisi', 'usah', 'indonesia', 'level', 'aman']",ancam resesi lambat ekonomi global tantang mudah kondisi usah indonesia level aman
2022-11-19 07:29:20+00:00,1593869016363569152,Ancaman Resesi dan Perlambatan Ekonomi Global 2023 Bukan Hal Mudah. Secara Umum Kondisi Perusahan Perusahan Indonesia Masih Dalam Level Aman Apabila Dilihat Dari Data Ekspor Yang Masih Tinggi. https://t.co/ldz9LlMUr4,erixgbaztiaan,in,"The threat of recession and global economic slowdown in 2023 is not easy. In general, the condition of Indonesian companies is still at a safe level when seen from export data which is still high. https://t.co/ldz9LlMUr4",Negative,"{'neg': 0.198, 'neu': 0.736, 'pos': 0.067, 'compound': -0.6914}",ancaman resesi dan perlambatan ekonomi global bukan hal mudah secara umum kondisi perusahan perusahan indonesia masih dalam level aman apabila dilihat dari data ekspor yang masih tingi,"['ancam', 'resesi', 'lambat', 'ekonomi', 'global', 'mudah', 'kondisi', 'usah', 'usah', 'indonesia', 'level', 'aman', 'data', 'ekspor', 'tingi']",ancam resesi lambat ekonomi global mudah kondisi usah usah indonesia level aman data ekspor tingi
2022-11-19 06:47:14+00:00,1593858422008487936,Ancaman Resesi dan perlambatan ekonomi global 2023. https://t.co/ZAARUrq7nJ,RINISILVA1,in,Threat of Recession and global economic slowdown in 2023. https://t.co/ZAARUrq7nJ,Negative,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.7351}",ancaman resesi dan perlambatan ekonomi global,"['ancam', 'resesi', 'lambat', 'ekonomi', 'global']",ancam resesi lambat ekonomi global
2022-11-19 05:01:46+00:00,1593831878641221633,"3. Hantu Resesi Global 2023 Membayangi, BI Optimistis Ekonomi Indonesia Cerah https://t.co/uSyqlG6jXl",Beritasatu,in,"3. The ghost of the 2023 global recession looms, BI is optimistic that Indonesia's economy will be bright https://t.co/uSyqlG6jXl",Negative,"{'neg': 0.259, 'neu': 0.541, 'pos': 0.201, 'compound': -0.128}",hantu resesi global membayangi bank indonesia optimistis ekonomi indonesia cerah,"['resesi', 'global', 'bayang', 'bank', 'indonesia', 'optimistis', 'ekonomi', 'indonesia', 'cerah']",resesi global bayang bank indonesia optimistis ekonomi indonesia cerah
2022-11-19 04:53:12+00:00,1593829721061871616,"Sobat, pendemi resesi ternyata datang lebih cepat dari yg diperkirakan, sebelumnya diperkirakan datang 2023. Interdependensi ekonomi/keuangan dunia mempercepat penularan wabah resesi. Negara yg tak kuat border fisik/non fisik (sistem negara/teknologi) akan dimangsa wabah resesi. https://t.co/ePdlSQ3x3X",HarisRuslyMoti,in,"Friends, the recession pandemic is coming faster than expected, previously it was estimated that it would come in 2023. The interdependence of the world economy/financial economy is accelerating the spread of the recession epidemic. Countries that do not have strong physical/non-physical borders (state system/technology) will be prey to the recession. https://t.co/ePdlSQ3x3X",Negative,"{'neg': 0.184, 'neu': 0.764, 'pos': 0.051, 'compound': -0.7907}",sobat pendemi resesi ternyata datang lebih cepat dari yg diperkirakan sebelumnya diperkirakan datang interdependensi ekonomikeuangan dunia mempercepat penularan wabah resesi negara yg tak kuat border fisiknon fisik sistem negarateknologi akan dimangsa wabah resesi,"['sobat', 'demi', 'resesi', 'cepat', 'interdependensi', 'ekonomikeuangan', 'dunia', 'cepat', 'tular', 'wabah', 'resesi', 'negara', 'kuat', 'border', 'fisiknon', 'fisik', 'sistem', 'negarateknologi', 'mangsa', 'wabah', 'resesi']",sobat demi resesi cepat interdependensi ekonomikeuangan dunia cepat tular wabah resesi negara kuat border fisiknon fisik sistem negarateknologi mangsa wabah resesi
2022-11-19 04:00:24+00:00,1593816433842327552,"Berdalih optimis G20 membawa dampak positif. Namun ditepis dengan kebijakan pro kapitalis daripada rakyatnya sendiri. Alih-alih ekonomi membaik, justru ancaman resesi 2023 itu nyata adanya

Live Muslimah Bicara
Perubahan Islam
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",Muslimwonder,in,"He is optimistic that the G20 will have a positive impact. However, it was rejected by pro-capitalist policies rather than its own people. Instead of the economy improving, the threat of a recession in 2023 is real

Live Muslimah Talk
Islamic Change
#G20Doesn'tBringChange
#IslamLifeSolution",Negative,"{'neg': 0.169, 'neu': 0.676, 'pos': 0.155, 'compound': -0.2023}",berdalih optimis g membawa dampak positif namun ditepis dengan kebijakan pro kapitalis daripada rakyatnya sendiri alihalih ekonomi membaik justru ancaman resesi itu nyata adanya live muslimah bicara perubahan islam,"['dalih', 'optimis', 'g', 'bawa', 'dampak', 'positif', 'tepis', 'bijak', 'pro', 'kapitalis', 'rakyat', 'alihalih', 'ekonomi', 'baik', 'ancam', 'resesi', 'nyata', 'live', 'muslimah', 'bicara', 'ubah', 'islam']",dalih optimis g bawa dampak positif tepis bijak pro kapitalis rakyat alihalih ekonomi baik ancam resesi nyata live muslimah bicara ubah islam
2022-11-19 03:39:53+00:00,1593811271341985793,"Alih-alih ekonomi membaik, justru ancaman resesi ekonomi 2023 itu nyata adanya. Sekalipun mereka sudah menyodorkan solusi kebijakan fiskal jika terjadi resesi. Namun, itu hanyalah solusi tambal sulam semata. G20
Live Muslimah Bicara
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",Izha19314859,in,"Instead of the economy improving, the threat of an economic recession in 2023 is real. Even though they have proposed a fiscal policy solution if a recession occurs. However, that is just a patchwork solution. G20
Live Muslimah Talk
#G20Doesn'tBringChange
#IslamLifeSolution",Negative,"{'neg': 0.175, 'neu': 0.681, 'pos': 0.144, 'compound': -0.3818}",alihalih ekonomi membaik justru ancaman resesi ekonomi itu nyata adanya sekalipun mereka sudah menyodorkan solusi kebijakan fiskal jika terjadi resesi namun itu hanyalah solusi tambal sulam semata g live muslimah bicara,"['alihalih', 'ekonomi', 'baik', 'ancam', 'resesi', 'ekonomi', 'nyata', 'sodor', 'solusi', 'bijak', 'fiskal', 'resesi', 'solusi', 'tambal', 'sulam', 'g', 'live', 'muslimah', 'bicara']",alihalih ekonomi baik ancam resesi ekonomi nyata sodor solusi bijak fiskal resesi solusi tambal sulam g live muslimah bicara
2022-11-19 03:15:42+00:00,1593805186551918594,"Aih-alih ekonomi membaik, justru ancaman resesi ekonomi 2023 itu nyata adanya. 
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",pena__pejuang,in,"Instead of the economy improving, the threat of an economic recession in 2023 is real.
#G20Doesn'tBringChange
#IslamLifeSolution",Negative,"{'neg': 0.27, 'neu': 0.609, 'pos': 0.122, 'compound': -0.5267}",aihalih ekonomi membaik justru ancaman resesi ekonomi itu nyata adanya,"['aihalih', 'ekonomi', 'baik', 'ancam', 'resesi', 'ekonomi', 'nyata']",aihalih ekonomi baik ancam resesi ekonomi nyata
2022-11-19 03:12:30+00:00,1593804380431470592,"pemerintah berdlih optimis G20 akn membawa dmpk positif bgi ekonomi Indonesia. Tapi, bisa ditepis dngn bnyk kebijakan yg makin pro kapitalis daripd rakyat sendiri. alih"" ekonomi membaik, jstru ancaman resesi ekonomi 2023 nyta adnya.
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",langitmarsh,in,"The government claims to be optimistic that the G20 will have a positive impact on the Indonesian economy. However, it can be overruled by many policies that are more pro-capitalist than the people themselves. While the economy is improving, the threat of an economic recession in 2023 is real.
#G20Doesn'tBringChange
#IslamLifeSolution",Positive,"{'neg': 0.102, 'neu': 0.755, 'pos': 0.143, 'compound': 0.3612}",pemerintah berdlih optimis g akn membawa dmpk positif bgi ekonomi indonesia tapi bisa ditepis dngn bnyk kebijakan yg makin pro kapitalis daripd rakyat sendiri alih ekonomi membaik jstru ancaman resesi ekonomi nyta adnya,"['perintah', 'berdlih', 'optimis', 'g', 'akn', 'bawa', 'dmpk', 'positif', 'bgi', 'ekonomi', 'indonesia', 'tepis', 'dngn', 'bnyk', 'bijak', 'pro', 'kapitalis', 'daripd', 'rakyat', 'alih', 'ekonomi', 'baik', 'jstru', 'ancam', 'resesi', 'ekonomi', 'nyta', 'adnya']",perintah berdlih optimis g akn bawa dmpk positif bgi ekonomi indonesia tepis dngn bnyk bijak pro kapitalis daripd rakyat alih ekonomi baik jstru ancam resesi ekonomi nyta adnya
2022-11-19 02:56:23+00:00,1593800326649217029,"Mengapa Indonesia optimis sementara banyak negara udh kelimpungan kena badai resesi?!
Kalau kata Menkeu) Sri Mulyani sih kondisi ekonomi Indonesia thn 2023 optimis namun tetap waspada. Salah satunya postur APBN didesain dg perubahan dr resiko &amp; dinamika ekonomi.

#G20BaliOptimis https://t.co/xXbbSf8u3b",andikceritanya,in,"Why is Indonesia optimistic while many countries are already reeling from the recession storm?!
In the words of the Minister of Finance, Sri Mulyani, Indonesia's economic conditions in 2023 are optimistic but remain cautious. One of them is that the APBN posture is designed with changes in economic risks & dynamics.

#G20BaliOptimist https://t.co/xXbbSf8u3b",Negative,"{'neg': 0.108, 'neu': 0.791, 'pos': 0.1, 'compound': -0.126}",mengapa indonesia optimis sementara banyak negara udh kelimpungan kena badai resesi kalau kata menteri keuangan sri mulyani sih kondisi ekonomi indonesia thn optimis namun tetap waspada salah satunya postur apbn didesain dg perubahan dr resiko amp dinamika ekonomi,"['indonesia', 'optimis', 'negara', 'udh', 'kelimpungan', 'kena', 'badai', 'resesi', 'menteri', 'uang', 'kondisi', 'ekonomi', 'indonesia', 'optimis', 'waspada', 'salah', 'satu', 'postur', 'apbn', 'desain', 'ubah', 'resiko', 'dinamika', 'ekonomi']",indonesia optimis negara udh kelimpungan kena badai resesi menteri uang kondisi ekonomi indonesia optimis waspada salah satu postur apbn desain ubah resiko dinamika ekonomi
2022-11-19 02:20:32+00:00,1593791304743673857,Dari sini kita bisa optimis jika tahun 2023 ini kita bisa melalui prediksi bakal terjadi resesi dengan tetap teguh dan tak tergoyahkan. Ditambah lagi masih ada peningkatan ekonomi di berbagai sektor. #G20BaliOptimis,feryarifian,in,From here we can be optimistic that in 2023 we can go through predictions that there will be a recession while remaining firm and unwavering. Plus there is still economic improvement in various sectors. #G20BaliOptimist,Positive,"{'neg': 0.07, 'neu': 0.798, 'pos': 0.132, 'compound': 0.3612}",dari sini kita bisa optimis jika tahun ini kita bisa melalui prediksi bakal terjadi resesi dengan tetap teguh dan tak tergoyahkan ditambah lagi masih ada peningkatan ekonomi di berbagai sektor,"['optimis', 'prediksi', 'resesi', 'teguh', 'goyah', 'tambah', 'tingkat', 'ekonomi', 'sektor']",optimis prediksi resesi teguh goyah tambah tingkat ekonomi sektor
2022-11-19 02:14:17+00:00,1593789728184471553,"Optimis G20 dpt membawa dampak positif, namun justru ancaman resesi ekonomi 2023 itu nyata adanya. Sebab, kebijakan pro kapitalis makin kental. 
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",MochiMawi,in,"Optimistic that the G20 can have a positive impact, however, the threat of an economic recession in 2023 is real. This is because pro-capitalist policies are getting stronger.
#G20Doesn'tBringChange
#IslamLifeSolution",Positive,"{'neg': 0.156, 'neu': 0.63, 'pos': 0.214, 'compound': 0.3182}",optimis g dpt membawa dampak positif namun justru ancaman resesi ekonomi itu nyata adanya sebab kebijakan pro kapitalis makin kental,"['optimis', 'g', 'dpt', 'bawa', 'dampak', 'positif', 'ancam', 'resesi', 'ekonomi', 'nyata', 'bijak', 'pro', 'kapitalis', 'kental']",optimis g dpt bawa dampak positif ancam resesi ekonomi nyata bijak pro kapitalis kental
