Datetime,Tweet Id,Tweet,Username,Language,Tweet_clean,Tweet_preprocessed,Clean_Sentence,English,Sentiment,Composes
2022-12-06 14:53:04+00:00,1600141278892920832,"Bapak @jokowi padahal berpesan saat ini harus fokus ancaman resesi pada 2023 dan pemuihan ekonomi nasional.

Maka setiap lembaga, termasuk @BPOM_RI yg harusnya fokus menyelesaikan kasus gagal ginjal akut dan pembenahan kelembagaan, bukan malah ribut2 urusan pelabelan BPA galon. https://t.co/mbtCJjEE3w",morgan_indra,in,bapak padahal berpesan sat ini harus fokus ancaman resesi pada dan pemuihan ekonomi nasional maka setiap lembaga termasuk indonesia yg harusnya fokus menyelesaikan kasus gagal ginjal akut dan pembenahan kelembagan bukan malah ribut urusan pelabelan bpa galon,"['pesan', 'sat', 'fokus', 'ancam', 'resesi', 'muih', 'ekonomi', 'nasional', 'lembaga', 'indonesia', 'fokus', 'selesai', 'gagal', 'ginjal', 'akut', 'benah', 'kelembagan', 'ribut', 'urus', 'label', 'galon']",pesan sat fokus ancam resesi muih ekonomi nasional lembaga indonesia fokus selesai gagal ginjal akut benah kelembagan ribut urus label galon,message sat focus threatens recession muih national economy indonesian institutions focus ends acute kidney failure institutional management fuss over gallon labels,Negative,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8271}"
2022-12-06 14:46:33+00:00,1600139636239925249,"Prospek Ekonomi 2023, Perang hingga Kenaikan Suku Bunga bakal Picu Resesi Dunia https://t.co/EQt7iUex6n",soloposdotcom,in,prospek ekonomi perang hinga kenaikan suku bunga bakal picu resesi dunia,"['prospek', 'ekonomi', 'perang', 'hinga', 'naik', 'suku', 'bunga', 'picu', 'resesi', 'dunia']",prospek ekonomi perang hinga naik suku bunga picu resesi dunia,economic prospects war until rising interest rates trigger a world recession,Negative,"{'neg': 0.354, 'neu': 0.37, 'pos': 0.275, 'compound': -0.3612}"
2022-12-06 14:18:35+00:00,1600132597904211970,Pengamat: Indonesia Layak Optimistis di Tengah Ancaman Resesi Ekonomi 2023 https://t.co/atv15fGbMj,soloposdotcom,in,pengamat indonesia layak optimistis di tengah ancaman resesi ekonomi,"['amat', 'indonesia', 'layak', 'optimistis', 'ancam', 'resesi', 'ekonomi']",amat indonesia layak optimistis ancam resesi ekonomi,Indonesia is really optimistic about the threat of an economic recession,Negative,"{'neg': 0.369, 'neu': 0.476, 'pos': 0.154, 'compound': -0.5584}"
2022-12-06 14:00:17+00:00,1600127993825103875,"Jauh dari Resesi, Ekonomi RI Diprediksi Tumbuh 5,3 Persen di 2023 https://t.co/2y8XClvpap",sekala_langit,in,jauh dari resesi ekonomi indonesia diprediksi tumbuh persen di,"['resesi', 'ekonomi', 'indonesia', 'prediksi', 'tumbuh', 'persen']",resesi ekonomi indonesia prediksi tumbuh persen,Indonesia's economic recession is predicted to grow percent,Negative,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}"
2022-12-06 11:27:52+00:00,1600089637464195073,Anjir ni 2023 beneran mau resesi ekonomi g sih?,geka5yellow,in,anjir ni beneran mau resesi ekonomi g sih,"['ni', 'beneran', 'resesi', 'ekonomi', 'g']",ni beneran resesi ekonomi g,this is really an economic recession g,Negative,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.4703}"
2022-12-06 11:16:11+00:00,1600086699228295169,"Pada bulan Oktober, isu resesi global tahun 2023 naik. Namun kabar baiknya, Indonesia berhasil mencatatkan pertumbuhan ekonomi sebesar +5,72% YoY pada kuartal tiga 2022, yang mana ini merupakan pertumbuhan tahunan tertinggi dalam 5 kuartal terakhir.",bibitid,in,pada bulan oktober isu resesi global tahun naik namun kabar baiknya indonesia berhasil mencatatkan pertumbuhan ekonomi sebesar yoy pada kuartal tiga yang mana ini merupakan pertumbuhan tahunan tertingi dalam kuartal terakhir,"['oktober', 'isu', 'resesi', 'global', 'kabar', 'baik', 'indonesia', 'hasil', 'catat', 'tumbuh', 'ekonomi', 'kuartal', 'tumbuh', 'tahun', 'tingi', 'kuartal']",oktober isu resesi global kabar baik indonesia hasil catat tumbuh ekonomi kuartal tumbuh tahun tingi kuartal,october global recession issue good news indonesia results record economic growth quarter growth year high quarter,Positive,"{'neg': 0.122, 'neu': 0.524, 'pos': 0.354, 'compound': 0.6486}"
2022-12-06 10:47:02+00:00,1600079363357163525,Sandi bagikan kiat-kiat untuk pelaku UMKM hadapi resesi ekonomi 2023 https://t.co/MtFX1euPC6,rina_novitasari,in,sandi bagikan kiatkiat untuk pelaku usaha mikro kecil menengah hadapi resesi ekonomi,"['sandi', 'bagi', 'kiatkiat', 'laku', 'usaha', 'mikro', 'tengah', 'hadap', 'resesi', 'ekonomi']",sandi bagi kiatkiat laku usaha mikro tengah hadap resesi ekonomi,the code for micro-business behavior tips in the midst of an economic recession,Negative,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.4215}"
2022-12-06 10:05:00+00:00,1600068782764032000,Menakar Potensi Resesi Ekonomi Nasional 2023 https://t.co/0HOcEJQxyo,the_geotimes,in,menakar potensi resesi ekonomi nasional,"['takar', 'potensi', 'resesi', 'ekonomi', 'nasional']",takar potensi resesi ekonomi nasional,measure the potential for national economic recession,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
2022-12-06 08:55:15+00:00,1600051230436474880,Pada tahun 2023 pertumbuhan ekonomi dunia akan gelap karena resesi global. Sejumlah perusahaan harus melakukan inovasi untuk menghadapi tantangan resesi global yang bisa saja berdampak pada Indonesia. Media Network menggelar acara Selular Digital Telco… https://t.co/nRMqyDt5HO,inilahdotcom,in,pada tahun pertumbuhan ekonomi dunia akan gelap karena resesi global sejumlah perusahan harus melakukan inovasi untuk menghadapi tantangan resesi global yang bisa saja berdampak pada indonesia media network mengelar acara selular digital telco…,"['tumbuh', 'ekonomi', 'dunia', 'gelap', 'resesi', 'global', 'usah', 'inovasi', 'hadap', 'tantang', 'resesi', 'global', 'dampak', 'indonesia', 'media', 'network', 'kelar', 'acara', 'selular', 'digital', 'telco']",tumbuh ekonomi dunia gelap resesi global usah inovasi hadap tantang resesi global dampak indonesia media network kelar acara selular digital telco,growing dark world economy global recession need to innovate to face the challenges of global recession impact Indonesia media network finishes digital telco cellular program,Negative,"{'neg': 0.176, 'neu': 0.629, 'pos': 0.195, 'compound': -0.1027}"
2022-12-06 05:22:29+00:00,1599997686073069568,"Langkah Indonesia Hadapi Resesi 2023
Fokus Pemerintah dalam menghadapi resesi ekonomi 2023
- Meningkatkan nilai Ekspor
- Investasi melalui reformasi struktural
- Menjaga produksi rumah tangga yg berdampak pada PDB
#IndonesiaTanpaResesi
#EkonomiIndonesia https://t.co/zom7Z4Dkea",RyaAzkia,in,langkah indonesia hadapi resesi fokus pemerintah dalam menghadapi resesi ekonomi meningkatkan nilai ekspor investasi melalui reformasi struktural menjaga produksi rumah tanga yg berdampak pada pdb,"['langkah', 'indonesia', 'hadap', 'resesi', 'fokus', 'perintah', 'hadap', 'resesi', 'ekonomi', 'tingkat', 'nilai', 'ekspor', 'investasi', 'reformasi', 'struktural', 'jaga', 'produksi', 'rumah', 'tanga', 'dampak', 'pdb']",langkah indonesia hadap resesi fokus perintah hadap resesi ekonomi tingkat nilai ekspor investasi reformasi struktural jaga produksi rumah tanga dampak pdb,Indonesia's Steps to Facing Recession Government's Focus on Facing Economic Recession Level of Export Value Investment Structural Reform Maintaining Household Production Impact of GDP,Negative,"{'neg': 0.193, 'neu': 0.724, 'pos': 0.083, 'compound': -0.4939}"
2022-12-06 04:46:26+00:00,1599988615475785728,"Prediksi akan terjadinya resesi ekonomi di tahun 2023 sudah disampaikan oleh banyak ahli. 

Bukan hanya di negara-negara besar seperti Amerika Serikat dan Eropa, Indonesia juga bisa terdampak resesi ekonomi.",kontrakhukum,in,prediksi akan terjadinya resesi ekonomi di tahun sudah disampaikan oleh banyak ahli bukan hanya di negaranegara besar seperti amerika serikat dan eropa indonesia juga bisa terdampak resesi ekonomi,"['prediksi', 'resesi', 'ekonomi', 'ahli', 'negaranegara', 'amerika', 'serikat', 'eropa', 'indonesia', 'dampak', 'resesi', 'ekonomi']",prediksi resesi ekonomi ahli negaranegara amerika serikat eropa indonesia dampak resesi ekonomi,prediction of economic recession expert countries united states europe indonesia impact of economic recession,Negative,"{'neg': 0.289, 'neu': 0.567, 'pos': 0.144, 'compound': -0.4215}"
2022-12-06 03:26:36+00:00,1599968524990283776,"Indef: Indonesia kemungkinan terbebas dari resesi, tetapi bakal mengalami perlambatan pertumbuhan ekonomi pada 2023. #TempoBisnis https://t.co/Xl3jDjxLJg",tempodotco,in,indef indonesia kemungkinan terbebas dari resesi tetapi bakal mengalami perlambatan pertumbuhan ekonomi pada,"['indef', 'indonesia', 'bebas', 'resesi', 'alami', 'lambat', 'tumbuh', 'ekonomi']",indef indonesia bebas resesi alami lambat tumbuh ekonomi,indef Indonesia is free from recession and has a slow growing economy,Positive,"{'neg': 0.167, 'neu': 0.536, 'pos': 0.298, 'compound': 0.296}"
2022-12-06 03:18:03+00:00,1599966370883854336,"Industri Digital dan Pusat Data Bisa Jadi ‘Tulang Punggung’ Hadapi Resesi 2023

Ketika kita berbicara mengenai resesi ekonomi global, maka industri telekomunikasi atau digital justru menjadi solusi. 
@PlateJohnny @kemkominfo
https://t.co/PgaiSA3LfL",Cahaya_Dfa,in,industri digital dan pusat data bisa jadi ‘tulang pungung’ hadapi resesi ketika kita berbicara mengenai resesi ekonomi global maka industri telekomunikasi atau digital justru menjadi solusi,"['industri', 'digital', 'pusat', 'data', '', 'tulang', 'pungung', '', 'hadap', 'resesi', 'bicara', 'resesi', 'ekonomi', 'global', 'industri', 'telekomunikasi', 'digital', 'solusi']",industri digital pusat data  tulang pungung  hadap resesi bicara resesi ekonomi global industri telekomunikasi digital solusi,digital industry data center backbone against recession talk global economic recession digital telecommunications industry solutions,Negative,"{'neg': 0.29, 'neu': 0.622, 'pos': 0.088, 'compound': -0.5994}"
2022-12-06 02:00:38+00:00,1599946887192530944,"Perekonomian global sepanjang 2023 mendatang diperkirakan akan dihadapkan pada tantangan suku bunga yang tinggi seiring dengan kebijakan Bank Sentral Amerika Serikat (AS) Federal Reserve untuk memerangi inflasi.

#ekonomi #news #trending #resesi #thefed 
https://t.co/8ZeaqdCCro",koranjakarta_id,in,perekonomian global sepanjang mendatang diperkirakan akan dihadapkan pada tantangan suku bunga yang tingi seiring dengan kebijakan bank sentral amerika serikat as federal reserve untuk memerangi inflasi,"['ekonomi', 'global', 'hadap', 'tantang', 'suku', 'bunga', 'tingi', 'iring', 'bijak', 'bank', 'sentral', 'amerika', 'serikat', 'as', 'federal', 'reserve', 'rang', 'inflasi']",ekonomi global hadap tantang suku bunga tingi iring bijak bank sentral amerika serikat as federal reserve rang inflasi,"The global economy is facing high interest rates, the US central bank, the US Federal Reserve, and inflation",Positive,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}"
2022-12-06 01:26:55+00:00,1599938402925047810,"ada 3 kebijakan pemerintah dalam hadapi resesi ekonomi 2023 #IndonesiaTanpaResesi
#EkonomiIndonesia
@dikareza6
@Jiwa_tertukar",JNurahma,in,ada kebijakan pemerintah dalam hadapi resesi ekonomi tertukar,"['bijak', 'perintah', 'hadap', 'resesi', 'ekonomi', 'tukar']",bijak perintah hadap resesi ekonomi tukar,wise order to deal with economic recession exchange,Positive,"{'neg': 0.235, 'neu': 0.504, 'pos': 0.261, 'compound': 0.0772}"
2022-12-06 01:26:54+00:00,1599938399171141632,"presiden jokowi fokus dalam menghadapi resesi ekonomi 2023 #IndonesiaTanpaResesi
#EkonomiIndonesia
@islam0979islam https://t.co/xR50bUnpvZ",JNurahma,in,presiden jokowi fokus dalam menghadapi resesi ekonomi,"['presiden', 'fokus', 'hadap', 'resesi', 'ekonomi']",presiden fokus hadap resesi ekonomi,President focuses on facing economic recession,Negative,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}"
2022-12-06 00:39:55+00:00,1599926576132788224,"Industri Digital dan Pusat Data Bisa Jadi ‘Tulang Punggung’ Hadapi Resesi 2023 ... karena ruang digital merupakan alternatif untuk memperbaiki efektivitas di dan efisiensi berbagai macam aktivitas ekonomi
@PlateJohnny 
@kemkominfo https://t.co/7nzNxvYoKU",babegalak02,in,industri digital dan pusat data bisa jadi ‘tulang pungung’ hadapi resesi karena ruang digital merupakan alternatif untuk memperbaiki efektivitas di dan efisiensi berbagai macam aktivitas ekonomi,"['industri', 'digital', 'pusat', 'data', '', 'tulang', 'pungung', '', 'hadap', 'resesi', 'ruang', 'digital', 'alternatif', 'baik', 'efektivitas', 'efisiensi', 'aktivitas', 'ekonomi']",industri digital pusat data  tulang pungung  hadap resesi ruang digital alternatif baik efektivitas efisiensi aktivitas ekonomi,digital industry data center backbone facing recession digital space alternative good effectiveness efficiency of economic activity,Positive,"{'neg': 0.132, 'neu': 0.613, 'pos': 0.255, 'compound': 0.3818}"
2022-12-05 15:31:06+00:00,1599788460612911105,"Siapa Bilang Resesi? BI Perkirakan Pertumbuhan Ekonomi di 2023 Capai 5,3 Persen
https://t.co/pVH00ABRgp https://t.co/cpHA8RNzn3",ISalutem,in,siapa bilang resesi bank indonesia perkirakan pertumbuhan ekonomi di capai persen,"['resesi', 'bank', 'indonesia', 'kira', 'tumbuh', 'ekonomi', 'capai', 'persen']",resesi bank indonesia kira tumbuh ekonomi capai persen,Indonesia's bank recession estimates that the economy will grow to 100 percent,Negative,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}"
2022-12-05 14:20:21+00:00,1599770655385616384,"Menteri BUMN @erickthohir optimis Indonesia bisa lewati resesi 2023. Erick meyakini Indonesia bisa bertahan dari gejolak ekonomi global. Erick Thohir juga mendorong Ekspor SDA dalam bentuk produk jadi.
#BangkitBersamaET https://t.co/EmSGiWkWA9",bwinsandi3,in,menteri badan usaha milik negara optimis indonesia bisa lewati resesi erick meyakini indonesia bisa bertahan dari gejolak ekonomi global erick thohir juga mendorong ekspor sda dalam bentuk produk jadi,"['menteri', 'badan', 'usaha', 'milik', 'negara', 'optimis', 'indonesia', 'lewat', 'resesi', 'indonesia', 'tahan', 'gejolak', 'ekonomi', 'global', 'dorong', 'ekspor', 'sda', 'bentuk', 'produk']",menteri badan usaha milik negara optimis indonesia lewat resesi indonesia tahan gejolak ekonomi global dorong ekspor sda bentuk produk,Minister of State-Owned Enterprises is optimistic that Indonesia will survive the recession. Indonesia will withstand global economic turmoil and encourage exports of natural resources in the form of products,Positive,"{'neg': 0.142, 'neu': 0.642, 'pos': 0.217, 'compound': 0.4215}"
2022-12-05 14:10:04+00:00,1599768067500036098,CBI: Ekonomi Inggris Diperkirakan Resesi pada 2023 https://t.co/SdRzOCpDOF #Inflasi #ResesiEkonomi https://t.co/a7cfND9HGn,Beritabaruco,in,cbi ekonomi ingris diperkirakan resesi pada,"['ekonomi', 'ingris', 'resesi']",ekonomi ingris resesi,British economy recession,Negative,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2022-12-05 14:02:08+00:00,1599766070541553666,"Rayhan tak Takut Ancaman Resesi Ekonomi 2023, Yakin Usaha Jual Sayur Secara Online Tetap Cuan - Wartakota https://t.co/7jMhBd3hzJ",pertanian_ID,in,rayhan tak takut ancaman resesi ekonomi yakin usaha jual sayur secara online tetap cuan wartakota,"['rayhan', 'takut', 'ancam', 'resesi', 'ekonomi', 'usaha', 'jual', 'sayur', 'online', 'cuan', 'wartakota']",rayhan takut ancam resesi ekonomi usaha jual sayur online cuan wartakota,Rayhan is afraid of threatening an economic recession by selling vegetables online for wartakota money,Negative,"{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.7351}"
2022-12-05 12:42:25+00:00,1599746009600471040,"Ekonomi Indonesia di Tahun 2023 diperkirakan tidak akan mengalami resesi.
https://t.co/4yLo4qrGGU",AHayH_yatt,in,ekonomi indonesia di tahun diperkirakan tidak akan mengalami resesi,"['ekonomi', 'indonesia', 'alami', 'resesi']",ekonomi indonesia alami resesi,Indonesia's economy experienced a recession,Negative,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.4215}"
2022-12-05 11:54:46+00:00,1599734020757409793,"@Tery44117487 @dja_ndaf @OpungituKakek @abu_waras Banyak baca dan belajar ekonomi Pak klo mau tau indikasi resesi global, yg pasti akan berdampak ke Indonesia. Layoff karyawan Goto/Shoppee, buruh pabrik sudah mulai dikurangi jam kerjanya, krisis energi Eropa, zero covid policy di China, fed rate naik, balik lg ke sy Q1-Q2 2023😊",CryptoZP23,in,ndaf waras banyak baca dan belajar ekonomi pak klo mau tau indikasi resesi global yg pasti akan berdampak ke indonesia layof karyawan gotoshope buruh pabrik sudah mulai dikurangi jam kerjanya krisis energi eropa zero covid policy di china fed rate naik balik lg ke sy qq 😊,"['ndaf', 'waras', 'baca', 'ajar', 'ekonomi', 'indikasi', 'resesi', 'global', 'dampak', 'indonesia', 'karyawan', 'gotoshope', 'buruh', 'pabrik', 'rang', 'jam', 'kerja', 'krisis', 'energi', 'eropa', 'covid', 'policy', 'china', 'fed', 'rate', 'sy', 'qq', '']",ndaf waras baca ajar ekonomi indikasi resesi global dampak indonesia karyawan gotoshope buruh pabrik rang jam kerja krisis energi eropa covid policy china fed rate sy qq ,sane ndaf reading economics lessons global recession indication impact indonesia gotoshope employees factory workers working hours range energy crisis europe covid policy china fed rate sy qq,Negative,"{'neg': 0.287, 'neu': 0.653, 'pos': 0.06, 'compound': -0.8402}"
2022-12-05 11:39:16+00:00,1599730119547179008,"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir optimis Indonesia bisa lewati Resesi 2023 dan ekonomi Nasional akan tumbuh di angka 5 Persen dengan mendorong ekspor SDA dalam bentuk produk jadi. @erickthohir 
#BangkitBersamaET https://t.co/hZN8lNSIN5",Ekazef__,in,menteri badan usaha milik negara badan usaha milik negara erick thohir optimis indonesia bisa lewati resesi dan ekonomi nasional akan tumbuh di angka persen dengan mendorong ekspor sda dalam bentuk produk jadi,"['menteri', 'badan', 'usaha', 'milik', 'negara', 'badan', 'usaha', 'milik', 'negara', 'optimis', 'indonesia', 'lewat', 'resesi', 'ekonomi', 'nasional', 'tumbuh', 'angka', 'persen', 'dorong', 'ekspor', 'sda', 'bentuk', 'produk']",menteri badan usaha milik negara badan usaha milik negara optimis indonesia lewat resesi ekonomi nasional tumbuh angka persen dorong ekspor sda bentuk produk,"Minister of State-Owned Enterprises State-Owned Enterprises is optimistic that through the recession, the national economy will grow by a number of percent, encouraging exports of natural resources in the form of products",Positive,"{'neg': 0.071, 'neu': 0.687, 'pos': 0.242, 'compound': 0.6908}"
2022-12-05 11:12:35+00:00,1599723404659421185,"Tak sedikit negara2 mewaspadai terjadinya resesi dlm skala besar yg diperkirakan terjadi di 2023. Namun Erick Thohir tetap optimis ekonomi Indonesia bisa bertahan &amp; kuat menghadapi guncangan ekonomi global. Bahkan yakin ekonomi nasional tetap tumbuh di angka 5%.
#BangkitBersamaET https://t.co/TRlMxm5uTO",nyehpong,in,tak sedikit negara mewaspadai terjadinya resesi dlm skala besar yg diperkirakan terjadi di namun erick thohir tetap optimis ekonomi indonesia bisa bertahan amp kuat menghadapi guncangan ekonomi global bahkan yakin ekonomi nasional tetap tumbuh di angka,"['negara', 'waspada', 'resesi', 'dlm', 'skala', 'optimis', 'ekonomi', 'indonesia', 'tahan', 'kuat', 'hadap', 'guncang', 'ekonomi', 'global', 'ekonomi', 'nasional', 'tumbuh', 'angka']",negara waspada resesi dlm skala optimis ekonomi indonesia tahan kuat hadap guncang ekonomi global ekonomi nasional tumbuh angka,"the country is wary of a recession on an optimistic scale, the Indonesian economy is strong against global economic shocks, the national economy is growing in numbers",Positive,"{'neg': 0.156, 'neu': 0.634, 'pos': 0.21, 'compound': 0.2263}"
2022-12-05 10:56:52+00:00,1599719447014494208,"Menteri BUMN @erickthohir optimistis Indonesia bisa lewati resesi 2023, Erick Thohir juga yakin ekonomi nasional tetap akan tumbuh di angka 5 persen.
#BangkitBersamaET https://t.co/d0IFNrAPr7",Lilcomons,in,menteri badan usaha milik negara optimistis indonesia bisa lewati resesi erick thohir juga yakin ekonomi nasional tetap akan tumbuh di angka persen,"['menteri', 'badan', 'usaha', 'milik', 'negara', 'optimistis', 'indonesia', 'lewat', 'resesi', 'ekonomi', 'nasional', 'tumbuh', 'angka', 'persen']",menteri badan usaha milik negara optimistis indonesia lewat resesi ekonomi nasional tumbuh angka persen,"the minister for state-owned enterprises is optimistic that after a recession, the national economy will grow by a percentage rate",Negative,"{'neg': 0.121, 'neu': 0.779, 'pos': 0.1, 'compound': -0.128}"
2022-12-05 10:31:32+00:00,1599713071609831426,"Menteri BUMN Erick Thohir : 
Optimis Indonesia bisa Lewati Resesi 2023.Dan sangat yakin Indonesia bisa bertahan dari gejolak ekonomi global.
.
.
Pastiiii Bisaaaaa....!

@erickthohir 
#BangkitBersamaET https://t.co/FDoeckzyqE",CryptoKuta,in,menteri badan usaha milik negara erick thohir optimis indonesia bisa lewati resesi dan sangat yakin indonesia bisa bertahan dari gejolak ekonomi global pasti bisa,"['menteri', 'badan', 'usaha', 'milik', 'negara', 'optimis', 'indonesia', 'lewat', 'resesi', 'indonesia', 'tahan', 'gejolak', 'ekonomi', 'global']",menteri badan usaha milik negara optimis indonesia lewat resesi indonesia tahan gejolak ekonomi global,Minister of State-Owned Enterprises is optimistic that Indonesia will survive the global economic turmoil through the recession,Negative,"{'neg': 0.245, 'neu': 0.648, 'pos': 0.106, 'compound': -0.4588}"
2022-12-05 10:07:32+00:00,1599707032206315521,"Indonesia pasti mampu melewati resesi ekonomi 2023
#BangkitBersamaET",RestyYa1,in,indonesia pasti mampu melewati resesi ekonomi,"['indonesia', 'lewat', 'resesi', 'ekonomi']",indonesia lewat resesi ekonomi,Indonesia is going through an economic recession,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
2022-12-05 10:01:18+00:00,1599705466254524416,"Dengan program dan kebijakan beliau, Indonesia akan mampu melewati resesi ekonomi pada 2023
#BangkitBersamaET",RestyYa1,in,dengan program dan kebijakan beliau indonesia akan mampu melewati resesi ekonomi pada,"['program', 'bijak', 'beliau', 'indonesia', 'lewat', 'resesi', 'ekonomi']",program bijak beliau indonesia lewat resesi ekonomi,his wise program for Indonesia through an economic recession,Positive,"{'neg': 0.217, 'neu': 0.543, 'pos': 0.24, 'compound': 0.0772}"
2022-12-05 09:22:23+00:00,1599695670767923200,"Industri Digital dan Pusat Data Bisa Jadi ‘Tulang Punggung’ Hadapi Resesi 2023

Industri telekomunikasi atau digital menjadi solusi dan harapan untuk menghadapi kondisi ekonomi yang tak stabil tersebut
@PlateJohnny
@kemkominfo
https://t.co/Q2USHinmqB",sydneyzw,in,industri digital dan pusat data bisa jadi ‘tulang pungung’ hadapi resesi industri telekomunikasi atau digital menjadi solusi dan harapan untuk menghadapi kondisi ekonomi yang tak stabil tersebut,"['industri', 'digital', 'pusat', 'data', '', 'tulang', 'pungung', '', 'hadap', 'resesi', 'industri', 'telekomunikasi', 'digital', 'solusi', 'harap', 'hadap', 'kondisi', 'ekonomi', 'stabil']",industri digital pusat data  tulang pungung  hadap resesi industri telekomunikasi digital solusi harap hadap kondisi ekonomi stabil,digital industry backbone data center facing recession digital telecommunications industry solutions hope facing stable economic conditions,Positive,"{'neg': 0.13, 'neu': 0.556, 'pos': 0.315, 'compound': 0.4588}"
2022-12-05 09:05:17+00:00,1599691367344898048,"Indonesia aman hadapi ancaman resesi ekonomi global, Ketum Apindo: Pemerintah tidur saja ekonomi 2023 tumbuh lima persen https://t.co/ygE5XWc0RM",selvijn_ellias,in,indonesia aman hadapi ancaman resesi ekonomi global ketum apindo pemerintah tidur saja ekonomi tumbuh lima persen,"['indonesia', 'aman', 'hadap', 'ancam', 'resesi', 'ekonomi', 'global', 'tum', 'apindo', 'perintah', 'tidur', 'ekonomi', 'tumbuh', 'persen']",indonesia aman hadap ancam resesi ekonomi global tum apindo perintah tidur ekonomi tumbuh persen,"Indonesia is safe from the threat of global economic recession, but Apindo has ordered the economy to sleep, growing 100,000 percent",Neutral,"{'neg': 0.163, 'neu': 0.677, 'pos': 0.159, 'compound': -0.0258}"
2022-12-05 08:58:13+00:00,1599689588888330240,"Indonesia bisa melewati resesi tahun 2023, demikian keyakinan dari Menteri BUMN @erickthohir yang tetap optimis dengan pertumbuhan ekonomi Indonesia dengan mendorong ekspor SDA dalam bentuk produk jadi.
#BangkitBersamaET https://t.co/uIaz1lohgz",Mezzoforte2609,in,indonesia bisa melewati resesi tahun demikian keyakinan dari menteri badan usaha milik negara yang tetap optimis dengan pertumbuhan ekonomi indonesia dengan mendorong ekspor sda dalam bentuk produk jadi,"['indonesia', 'lewat', 'resesi', 'yakin', 'menteri', 'badan', 'usaha', 'milik', 'negara', 'optimis', 'tumbuh', 'ekonomi', 'indonesia', 'dorong', 'ekspor', 'sda', 'bentuk', 'produk']",indonesia lewat resesi yakin menteri badan usaha milik negara optimis tumbuh ekonomi indonesia dorong ekspor sda bentuk produk,"Indonesia, through a recession, is sure that the minister of state-owned enterprises is optimistic that Indonesia's economic growth will encourage exports of natural resources in the form of products",Positive,"{'neg': 0.072, 'neu': 0.593, 'pos': 0.335, 'compound': 0.8481}"
2022-12-05 08:47:25+00:00,1599686872594538496,"Kami dari Divisi Kajian Aksi Strategis HMTI FT-UH Periode 2022/2023 dengan hormat mengundang seluruh anggota HMTI FT-UH untuk hadir dalam FDI dengan Tema ""Skenario Perekonomian Dalam Rangka Mitigasi Resesi Ekonomi 2023""",hmti_ftuh,in,kami dari divisi kajian aksi strategis hmti ftuh periode dengan hormat mengundang seluruh angota hmti ftuh untuk hadir dalam fdi dengan tema skenario perekonomian dalam rangka mitigasi resesi ekonomi,"['divisi', 'kaji', 'aksi', 'strategis', 'hmti', 'ftuh', 'periode', 'hormat', 'undang', 'angota', 'hmti', 'ftuh', 'hadir', 'fdi', 'tema', 'skenario', 'ekonomi', 'rangka', 'mitigasi', 'resesi', 'ekonomi']",divisi kaji aksi strategis hmti ftuh periode hormat undang angota hmti ftuh hadir fdi tema skenario ekonomi rangka mitigasi resesi ekonomi,strategic action study division hmti ft uh period respect invite hmti ftuh members to attend fdi theme economic scenario in order to mitigate economic recession,Positive,"{'neg': 0.095, 'neu': 0.746, 'pos': 0.159, 'compound': 0.2263}"
2022-12-05 08:43:10+00:00,1599685801482530817,"Optimis Indonesia bisa lewati resesi 2023!!

Menteri BUMN @erickthohir meyakini Indonesia bisa bertahan dari gejolak ekonomi global. Dengan mendorong ekspor SDA dalam bentuk produk jadi.

#BangkitBersamaET https://t.co/EYjsZH2pT6",Bella_beneamata,in,optimis indonesia bisa lewati resesi menteri badan usaha milik negara meyakini indonesia bisa bertahan dari gejolak ekonomi global dengan mendorong ekspor sda dalam bentuk produk jadi,"['optimis', 'indonesia', 'lewat', 'resesi', 'menteri', 'badan', 'usaha', 'milik', 'negara', 'indonesia', 'tahan', 'gejolak', 'ekonomi', 'global', 'dorong', 'ekspor', 'sda', 'bentuk', 'produk']",optimis indonesia lewat resesi menteri badan usaha milik negara indonesia tahan gejolak ekonomi global dorong ekspor sda bentuk produk,optimistic that Indonesia will pass through the recession the minister of Indonesian state-owned enterprises will withstand the global economic turmoil to encourage exports of natural resources in the form of products,Positive,"{'neg': 0.135, 'neu': 0.66, 'pos': 0.206, 'compound': 0.4215}"
