Datetime,Tweet Id,Tweet,Username,Language
2022-12-15 13:15:53+00:00,1603378313518809089,Kondisi ekonomi dunia yang berada dibawah ancaman resesi tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat untuk masyarakat. #IndonesiaMaju #bumnuntuknegeri #BUMNUntukIndonesia #erickthohir #bersihbersihBUMN #kerjanyata #BangkitBersamaET https://t.co/Ts6Ly3xRJu,RuriSopyan,in
2022-12-15 12:57:11+00:00,1603373604242329600,"@pringadi_as Ini syarat nikah di agama saya gan, seperti yang ada di gambar bawah dan ini banyak di praktikkan di negara saya. 

Btw itu sender ala pernikahan di negara mana ya gan? Ada pesta-pesta gitu. Kan lagi 2023 resesi (menurut pengamat ekonomi abal-abal). Harus hemat-hemat dong 🗿 https://t.co/4oaukToKUS",KevinPasaribu19,in
2022-12-15 12:50:21+00:00,1603371884992942080,Airlangga Hartarto menyampaikan pertumbuhan ekonomi Indonesia yang kuat pada 2022 dapat menjadi bekal untuk menghadapi potensi resesi global pada 2023. https://t.co/I2etEmM69J,voidotid,in
2022-12-15 12:38:59+00:00,1603369025677176833,Kondisi ekonomi dunia yang berada dibawah ancaman resesi tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat untuk masyarakat. #indonesiamaju #indonesiamerdeka #bumnuntuknegeri #BUMNUntukIndonesia #erickthohir #kerjanyata #BangkitBersamaET https://t.co/EFYRJbc6ir,PutraAlamsyahJ1,in
2022-12-15 11:56:12+00:00,1603358260094197761,Apindo yakin 2023 ekonomi Indonesia tak akan resesi https://t.co/XTUmh9Q6yb https://t.co/RrIPAwg2W5,kabasolok,in
2022-12-15 11:56:08+00:00,1603358240011878400,Apindo meyakini pada 2023 ekonomi Indonesia tak akan resesi https://t.co/HtOCiuB9Vt https://t.co/vTI2jfwxUt,kabasolok,in
2022-12-15 10:44:47+00:00,1603340284548550666,Ekonomi Kuat jadi Modal Indonesia Hadapi Resesi 2023 https://t.co/78xM4chywo,kangandribdg,in
2022-12-15 10:37:21+00:00,1603338414409007104,Ekonomi Kuat jadi Modal Indonesia Hadapi Resesi 2023 https://t.co/rIjUjg8dVD,Pasjabar1,in
2022-12-15 09:58:52+00:00,1603328730138804224,Kondisi ekonomi dunia yang berada dibawah ancaman resesi tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat untuk masyarakat. #IndonesiaMaju #bumnuntuknegeri #BUMNUntukIndonesia #erickthohir #bersihbersihBUMN #kerjanyata #BangkitBersamaET https://t.co/70qNnM4n1E,RuriSopyan,in
2022-12-15 09:12:03+00:00,1603316948632186880,"Presiden Jokowi mematok target perpajakan sebesar Rp2.021 Triliun pada 2023, meskipun ekonomi dunia dibayangi resesi.

Angka tsb naik 16% dr target tahun 2022 https://t.co/CdzyJBB4qd",kaukutangkap_,in
2022-12-15 08:03:32+00:00,1603299707949699074,"Cara Menghadapi Resesi Ekonomi 2023

https://t.co/yonyNvx9EF",campusnesiacoid,in
2022-12-15 07:35:42+00:00,1603292701755310080,"Isu resesi yang akan terjadi di 2023 tentu menjadi kekhawatiran pelaku usaha. Kondisi ekonomi global menjadi tantangan tersendiri di tengah banyaknya hal lain yang harus terus dikembangkan, misalnya mencoba go digital.
#XLAxiataBusinessSolutions ​#WeHelpYouGrow #KamisBisnisXLABS https://t.co/fph6MHRWdT",XLAxiataBisnis,in
2022-12-15 07:33:36+00:00,1603292174577123330,"Airlangga: Pertumbuhan Ekonomi Indonesia Modal Hadapi Resesi 2023
https://t.co/6zkYGx43ZO",infoka_id,in
2022-12-15 07:09:03+00:00,1603285993452601344,Menko Airlangga Pastikan Ekonomi Indonesia Kuat Hadapi Resesi 2023 https://t.co/qD1wLNpY12,BizlawIndonesia,in
2022-12-15 07:00:01+00:00,1603283722157047809,"Dari keberhasilan Transformasi BUMN pak Erick Thohir merasa optimis untuk menghadapi resesi ekonomi pada 2023 #KinerjaET
Bapak Transformasi BUMN
https://t.co/m4zs9o4tcf",Deanahnp,in
2022-12-15 06:54:26+00:00,1603282318613184513,"https://t.co/hAdOOlizfB - Indonesia Siap Menghadapi Resesi Ekonomi 2023, Ini Analisa Pakar Ekonomi UGM",heri_purwata,in
2022-12-15 06:05:35+00:00,1603270024026025984,Menko Airlangga: Ekonomi kuat Indonesia modal hadapi resesi 2023 https://t.co/SNXEoeIV3c,antarabiz,in
2022-12-15 05:44:07+00:00,1603264621884116993,Kinerja Positif Ekonomi RI Jadi Modal Hadapi Ancaman Resesi di 2023 https://t.co/ASdKG3TjOU,merdekadotcom,in
2022-12-15 04:20:44+00:00,1603243636270907392,"Iseng nanya AI, soal resesi ekonomi 2023. https://t.co/WV6PxroiOL",yossygirsang,in
2022-12-15 03:07:07+00:00,1603225111800471552,Bank Dunia memproyeksi ekonomi Indonesia di 2023 akan tetap tumbuh impresif di tengah ketidakpastian dan ancaman resesi global. #kumparanBisnis #dailyupdate https://t.co/HtDK8HvFrm,kumparan,in
2022-12-14 17:00:24+00:00,1603072426849574914,Resesi Ekonomi 2023 Fakta atau Hoaks? https://t.co/GOYV5sJwo8,swamediainc,in
2022-12-14 16:04:02+00:00,1603058238747856896,Ussy Sulistiawaty Tak Khawatir Bakal Terdampak Resesi Ekonomi 2023 https://t.co/D0ELPi8LsY,jawapos,in
2022-12-14 15:18:10+00:00,1603046697063415810,"2023 bukan resesi ekonomi sih, tapi resesi fakta kek jaman bb tahun 2011-12 yang kaget melek tech jadi kemakan hoax. Bedanya kali ini platformnya baru aja. Penyajian tulisan yang dibuat video pendek ama emotion-triggered statement yang main di sini. Have a nice day",arielkvin,in
2022-12-14 10:37:04+00:00,1602975955882217472,"Oleh karena itu, diperlukan kebijakan ekonomi makro Indonesia lebih ketat untuk mengatasi dampak ancaman resesi 2023. https://t.co/cYpr54ADMZ",kompascom,in
2022-12-14 09:37:02+00:00,1602960850431922176,Ekonom #UGM: Kebijakan Makro Harus Lebih Ketat Hadapi Ancaman Resesi Ekonomi Global 2023 https://t.co/xlXxegAXLH https://t.co/zvhMCLWnb1,UGMYogyakarta,in
2022-12-14 07:30:59+00:00,1602929124904837121,Apindo Optimistis Ekonomi Indonesia Tak akan Resesi di 2023 https://t.co/k5OqG78aYo,medcom_id,in
2022-12-14 06:02:33+00:00,1602906872637685761,Apindo yakin 2023 ekonomi Indonesia tak akan resesi https://t.co/HS6832f0LW https://t.co/XQf9TC0QKc,KicauSumbar,in
2022-12-14 04:52:51+00:00,1602889333387599872,"Wanti-wanti Gubernur BI Soal Tantangan Ekonomi RI 2023 

#bankindonesia #moneter #ekonomi #resesi

https://t.co/vto20z04C6",IDbelasting,in
2022-12-14 04:43:34+00:00,1602886993184444418,Apindo yakin 2023 ekonomi Indonesia tak akan resesi https://t.co/sO2RWs7Ari https://t.co/DCpf8juaRa,KABA_SOLSEL,in
2022-12-14 04:26:34+00:00,1602882718844715008,"Apindo Pede Ekonomi RI pada 2023 Tak Masuk Pusaran Resesi, Ada Tapinya https://t.co/TptrbNXjkm",VIVAcoid,in
2022-12-14 03:39:37+00:00,1602870902777352193,"Presiden Jokowi mematok target perpajakan sebesar Rp2.021 Triliun pada 2023, meskipun ekonomi dunia dibayangi resesi. https://t.co/NehaPLffSt",Bisniscom,in
2022-12-14 01:11:35+00:00,1602833649665441793,"Resesi Global Menghantui, Pemerintah Tetap Pede Ekonomi RI 2023 Tumbuh 5,3 Persen

 #Sindonews #BukanBeritaBiasa .https://t.co/l4BunfjO3y",SINDOnews,in
2022-12-14 01:04:05+00:00,1602831760621969409,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?

Yuk temukan jawabannya
📆 Rabu, 14 Desember 2022
🕰 13.30-15.30
🏫 Fak. Psikologi UIN Jakarta
 
🗣 Qolbie Ardie, S.E.
Junior GM Economist at Permata Bank

Info : https://t.co/55inx9jxQ1 https://t.co/GOsOO5xDPH",EventJakartaCom,in
2022-12-14 00:41:56+00:00,1602826186295590914,"Ekonomi Indonesia 2023 di yakini aman dari resesi

#EkonomiNasionalKuat https://t.co/YxhwVvq4sQ",Mbokayu__,in
2022-12-13 23:59:57+00:00,1602815619581505536,"Ekonomi Indonesia 2023 diyakini aman dari resesi

#EkonomiNasionalKuat https://t.co/QIeeV6rxNx",Rosecat27412184,in
2022-12-13 16:38:03+00:00,1602704414263083008,Apindo meyakini pada 2023 ekonomi Indonesia tak akan resesi https://t.co/wB9NvaXKM8 https://t.co/tc52cBiLGK,KABA_SOLSEL,in
2022-12-13 15:25:38+00:00,1602686190586834944,Optimisme Pertumbuhan Ekonomi di Tengah Isu Resesi Global 2023 https://t.co/WOpqdlIfcx,kompasiana,in
2022-12-13 15:02:35+00:00,1602680389826646016,Apindo meyakini pada 2023 ekonomi Indonesia tak akan resesi https://t.co/EPpDWHCfQc https://t.co/qmrPMxtYHp,KicauSumbar,in
2022-12-13 14:32:36+00:00,1602672842008629248,"Apa itu resesi 2023??!! 😂🤔
Padahal yg koar2 resesi, tahun ekonomi jauh lebih sulit itu kan pemerintah wkwkwkwk...tapi yasudahlah ygy, monggo dilanjut aja",armanch31,in
2022-12-13 12:53:20+00:00,1602647859572056064,"@syrfnaa_ masalah yg berat bgt, lebih berat dari masalah resesi ekonomi 2023.",tomnaiborhu,in
2022-12-13 12:12:01+00:00,1602637463947812864,"Strategi fintech hadapi resesi ekonomi 2023, adaptasi dan kolaborasi! - https://t.co/Y235Pz6664 https://t.co/0FawDdCoaI",InfoKomputer,in
2022-12-13 08:38:01+00:00,1602583607691907073,Pemerintah Swiss Melihat Perlambatan Ekonomi di 2023 Tetapi Tidak Ada Resesi https://t.co/I42RLuQyqL #Switzerland #GDP #EconomicIndicator #USDCHF #Inflation,fxstreetnewsid,in
2022-12-13 07:01:00+00:00,1602559192593842176,"Berkat kinerja menteri BUMN @erickthohir ekonomi Indonesia cukup cerah meskipun dunia global terancam resesi 2023.
#MenteriTerbaik 
ET The Best Minister https://t.co/Ug6rIbJpHo",adhisti_ayudia,in
2022-12-13 07:00:22+00:00,1602559034913361920,"banyaknya pencapaian BUMN ini sangat penting mengingat hal itu terjadi saat masa sulit sektor ekonomi akibat Covid dan ancaman resesi 2023
#MenteriTerbaik
ET The Best Minister https://t.co/EFl2lP2vUE",cokokruncih,in
2022-12-13 06:37:33+00:00,1602553290847232001,"Ancaman Resesi Menghantui Masyarakat, Erick Thohir Dinilai Figur yang Tepat

Kondisi perekonomian dunia yang berada di bawah ancaman resesi pada tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yg tepat buat masyarakat

@erickthohir
#BangkitBersamaET https://t.co/4PFk7ZdU6N",MarkEsso8,in
2022-12-13 06:30:06+00:00,1602551419281997826,"Peneliti dari IEDS Rahman M. mengatakan Kondisi perekonomian dunia yang berada di bawah ancaman resesi pada tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat buat masyarakat.
Dan figur itu ada di Menteri BUMN @erickthohir 
#BangkitBersamaET https://t.co/cChNwaxal6",Nailazaara__,in
2022-12-13 06:27:07+00:00,1602550667910209536,"Kondisi perekonomian dunia berada di bawah ancaman resesi pada tahun 2023, @erickthohir sosok pemimpin yang dibutuhin

Memiliki latar belakang ekonomi dan kinerja di pemerintahan jadi pilihan tepat buat masyarakat

#BangkitBersamaET https://t.co/DNUJZRSHGk",Ramay4na,in
2022-12-13 05:17:07+00:00,1602533052034723840,"Nongkrong di MIXUE, sebelah gua 2 orang anak sekolah ngebahas resesi ekonomi 2023. Berat banget obrolannya njir 😂",dmrdrto,in
2022-12-13 04:04:01+00:00,1602514652797493248,"Rencana pemerintah untuk menaikkan  cukai rokok pada 2023 diprediksi akan mempengaruhi ekonomi dan tingkat inflasi. Apalagi, tahun depan diprediksi akan jadi tahun yang berat dengan adanya resesi global.

Selengkapnya di: https://t.co/avgTxvQoba
#FORTUNEIndonesia https://t.co/ike8DiEjh3",Fortune_IDN,in
2022-12-13 01:04:05+00:00,1602469373012221952,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?

Yuk temukan jawabannya
📆 Rabu, 14 Desember 2022
🕰 13.30-15.30
🏫 Fak. Psikologi UIN Jakarta
 
🗣 Qolbie Ardie, S.E.
Junior GM Economist at Permata Bank

Info : https://t.co/55inx9jxQ1 https://t.co/d2efO9kqkj",EventJakartaCom,in
2022-12-13 00:00:01+00:00,1602453250137067520,"Menghadapi resesi 2023, pemerintah optimis ekonomi di Indonesia stabil
#WujudkanRIMaju #WajibboosterDisiplinProkes https://t.co/J9zWLUVsMp",abila_kei,in
2022-12-12 16:48:39+00:00,1602344691558543368,Dalam Indonesia Market Talks bertajuk ‘Cerdas memilih saham di tengah gejolak pandemi dan ketidakpastian ekonomi global’ itu Sandiaga Uno mengungkapkan proyeksi ekonomi Indonesia yang akan tumbuh positif di tengah ancaman resesi global tahun 2023.,StabilitasBN,in
2022-12-12 16:38:54+00:00,1602342239556050944,"Lewat Outlook Ekonomi Indonesia 2023, Grant Thornton Kupas Tuntas Soal Resesi https://t.co/SV4lqa5CTv",Zyanpatra,in
2022-12-12 16:36:03+00:00,1602341520585027592,"Lewat Outlook Ekonomi Indonesia 2023, Grant Thornton Kupas Tuntas Soal Resesi #resesi https://t.co/u4t4msN34h",jpnncom,in
2022-12-12 16:25:35+00:00,1602338888437358593,"Kalau dapat pertanyaan seperti ini persis banget aku jadi kayak Financial Planner, padahal ambil sertifikasi aja blm ☺️ gak hanya tanya prediksi gold, tapi pandanganku ttg makro ekonomi, dollar hingga resesi 2023, tapi ya org2 mempercayakan analisaku ☺️🙏🏻 https://t.co/Gs2fEO4tan",Oline_BMI,in
2022-12-12 14:26:37+00:00,1602308950489079808,"Ketidakpastian ekonomi global masih membayangi hingga tahun depan. Perekonomian Global akan mengalami resesi pada tahun 2023. TWS

Selengkapnya di Infografis!

#GTVNews #News #EkonomiIndonesia #ResesiEkonomi #EkonomiGlobal #ekonomiri https://t.co/ignXcGwSvH",GTVID_News,in
2022-12-12 10:16:51+00:00,1602246091587522560,"Bank Dunia memperingatkan ancaman resesi ekonomi global pada 2023. Catat tiga cara berikut untuk menghadapi risiko resesi ekonomi. #Ad 
https://t.co/SSnRCQget0",CNNIndonesia,in
2022-12-12 07:03:00+00:00,1602197308116013058,"Indonesia terus berbenah dalam menghadapi krisis global akibat ekonomi dunia yg kian tak menentu. Kita percaya presiden Jokowi mampu membawa Indonesia aman dari jurang resesi 2023.
Jokowi Pulihkan Krisis 
#PublikPuas https://t.co/PH6ie3U6vo",ElvinaGasala,in
2022-12-12 07:01:00+00:00,1602196805172592647,"Indonesia berkat tangan dingin presiden Jokowi berhasil stabilkan ekonomi nasional akibat pandemi dan resesi 2023.
Jokowi Pulihkan Krisis 
#PublikPuas https://t.co/d48wOtNO8n",idakaylaaa,in
2022-12-12 07:00:01+00:00,1602196557142564865,"Presiden Jokowi dinilai sukses meraih kepercayaan tinggi masyarakat, ia mendapatkan skor hingga 73,2% atas kinerja pemerintah yg dinilai baik mampu lewati krisis ekonomi.berharap ini trs berlanjut hingga 2023 yg diprediksi tahun resesi.
Jokowi Pulihkan Krisis

#PublikPuas https://t.co/RB6866BX9C",Quicksil38,in
2022-12-12 07:00:01+00:00,1602196556651941888,"Wih keren nih, pak Jokowi berhasil membuat Indonesia bertahan ditengah krisis. Semoga isu resesi ekonomi 2023 pak Jokowi juga bisa membuat Indonesia bertahan menghadapinya.

#PublikPuas
Jokowi Pulihkan Krisis https://t.co/wfvZMmKt6R",HiGiselle_,in
2022-12-12 07:00:00+00:00,1602196555322347521,"Terimakasih pak jokowi, sampean sukses memimpin negeri ini dengan baik, padahal 2023 bakalan ada resesi ekonomi, tapi negri ini tetap stabil. https://t.co/KblHtCGBHk",surgezry,in
2022-12-12 07:00:00+00:00,1602196554705645568,"Sejak covid-19 dan resesi 2023 negara Indonesia masih bisa stabil ekonomi  dibanding negara lain. Jokowi benar benar sukses bawa Indonesia pulih dari krisis
#PublikPuas
Jokowi Pulihkan Krisis https://t.co/e2qLuW4QMT",matchal14,in
2022-12-12 06:33:22+00:00,1602189853550333953,"Tidak ingin bicara lebih jauh soal namanya yang menguat di bursa Cawapres. @erickthohir menegaskan yang terpenting saat ini adalah bagaimana memberikan kepastian ekonomi nasional tetap tumbuh di tengah isu resesi yang akan terjadi tahun 2023.
#BangkitBersamaET https://t.co/4YL3EQnYjJ",gwabdeeeee,in
2022-12-12 05:18:57+00:00,1602171122547466240,"Pada tahun 2022 ini ekonomi diprediksi tumbuh di atas 5 persen dengan inflasi terjaga. Namun, tantangan akan semakin besar karena lembaga keuangan global dan sejumlah ekonom memprediksi bahwa tahun 2023 akan terjadi badai resesi ekonomi global yang sangat merusak. https://t.co/9MsIRzmvYe",GATRA_com,in
2022-12-12 05:13:40+00:00,1602169794727485440,Grant Thornton Edukasi tentang Resesi Global di “Outlook Ekonomi Indonesia 2023” https://t.co/JckhpPUXCk,mixmarcomm,in
2022-12-12 01:04:05+00:00,1602106984240668675,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?

Yuk temukan jawabannya
📆 Rabu, 14 Desember 2022
🕰 13.30-15.30
🏫 Fak. Psikologi UIN Jakarta
 
🗣 Qolbie Ardie, S.E.
Junior GM Economist at Permata Bank

Info : https://t.co/55inx9jxQ1 https://t.co/DrczV17qW0",EventJakartaCom,in
2022-12-11 22:30:39+00:00,1602068373080199168,"Dunia sedang menghadapi resesi atau pelemahan ekonomi di semua negara di 2023. Maka sektor yg akan berdampak adalah perusahaan yg menjual produk nya ke luar negeri. Perusahaan yg berorientasi ekspor. 

https://t.co/5sXxogZtSr",KehidupanPensil,in
2022-12-11 14:55:38+00:00,1601953863694688264,"Di tengah transisi paska pandemi, saat ini resesi ekonomi global diperkirakan akan datang pada tahun 2023. https://t.co/cU43EId2gh",detikfinance,in
2022-12-11 11:46:06+00:00,1601906163498745856,"Kayanya perusahaan"" pada sengaja nge-layoff karyawan buat hemat bujet.
Terus make isu resesi ekonomi 2023 sebagai ""alasan"". Padahal mah emang mau ngirit aja.",nyaricerita,in
2022-12-11 08:52:03+00:00,1601862366211485700,"IMF dan Bank Dunia Sebut Ekonomi Global Masih Suram, Resesi 2023 di Depan Mata? https://t.co/alNCV2T7ju",Bisniscom,in
2022-12-11 04:50:21+00:00,1601801537369436160,RI Mau Cegah Resesi 2023? Jangan Lupa Belanja Produk Lokal hingga Kucuran Bansos #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/2CYA1UQ0FG,okezonenews,in
2022-12-11 02:33:04+00:00,1601766989483347968,"gw lg dikamar mandi, terus kepikiran apakah 2023 kita akan mengalami resesi ekonomi?",yhoksip,in
2022-12-11 02:29:33+00:00,1601766103709274112,"Hadapi Resesi Ekonomi, Investasi Tanam Emas Menjadi Solusi Terbaik.

Hadapi resesi di tahun 2023, Galeri Tanam Emas hadir guna menjawab kebutuhan masyarakat Indonesia. -- Ikuti kami di https://t.co/ynPM9AfSrI #beritaviral… https://t.co/6IMlMeCzGy #Ekbis #emas via @beritajatimcom",beritajatimcom,in
2022-12-11 01:04:05+00:00,1601744597297860610,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?

Yuk temukan jawabannya
📆 Rabu, 14 Desember 2022
🕰 13.30-15.30
🏫 Fak. Psikologi UIN Jakarta
 
🗣 Qolbie Ardie, S.E.
Junior GM Economist at Permata Bank

Info : https://t.co/55inx9jxQ1 https://t.co/p04QX72nBX",EventJakartaCom,in
2022-12-10 15:01:10+00:00,1601592868312793088,"Di Tengah Ancaman Resesi 2023, Pemerintah Fasilitasi UMKM Lokal agar Tetap Cuan #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/LTNDaZpl31",okezonenews,in
2022-12-10 14:14:23+00:00,1601581094784053248,"Ancaman Resesi 2023, Pemerintah Diminta Terus Lanjut Beri Bansos #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/NKbFRMl2Hv",okezonenews,in
2022-12-10 13:18:42+00:00,1601567079718883329,"Resesi Global Menghantui, Pemerintah Tetap Pede Ekonomi RI 2023 Tumbuh 5,3 Persen https://t.co/WBJb0it6cn",ilhamiasnawi,in
2022-12-10 10:04:05+00:00,1601518104642834435,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?

Yuk temukan jawabannya
📆 Rabu, 14 Desember 2022
🕰 13.30-15.30
🏫 Fak. Psikologi UIN Jakarta
 
🗣 Qolbie Ardie, S.E.
Junior GM Economist at Permata Bank

Info : https://t.co/55inx9jxQ1 https://t.co/TiFS1XgZq5",EventJakartaCom,in
2022-12-10 09:54:39+00:00,1601515730922778624,fuck resesi ekonomi 2023,miawkish,in
2022-12-10 06:21:15+00:00,1601462024914931712,"Ekonomi Indonesia 2023 Diyakini Kebal Resesi, Ini Buktinya https://t.co/1hSyJ74dvp",Beritasatu,in
2022-12-10 04:39:05+00:00,1601436315098095616,"Perkembangan kondisi global sedang mengalami krisis ataupun resesi. Namun pemerintah optimis menyambut tahun baru 2023, Indonesia akan menunjukan eksistensinya dalam bidang ekonomi serta akan menjadi negara dengan ekonomi terbaik di wilayah Asia Tenggara. https://t.co/CN3r13sQib",JayaKatwang15,in
2022-12-10 04:30:59+00:00,1601434275777110017,"Warren Buffet Indonesia Ini Sebut Ekonomi Indonesia Tak akan Terguncang Resesi 2023

https://t.co/XgSGaSolGm - Waren Buffet Indonesia se... 

https://t.co/42SUxH6zjE
https://t.co/42SUxH6zjE",Turisiancom,in
2022-12-10 02:35:15+00:00,1601405151893651456,"TOKOH NASIONAL ATAU FIGUR YANG BERLATAR BELAKANG EKONOMI SERTA KUAT SECARA EKONOMI PANTAS &amp; HARUS MEMIMPIN INDONESIA KEDEPAN MENGINGAT PREDIKSI EKONOMI GLOBAL BAHWA TAHUN 2023 DUNIA MENUJU ANCAMAN RESESI. DAN PILIHAN ITU ADA PADA SOSOK @erickthohir

SALAM SATU SERVER ❤️ https://t.co/V1cz0P6XXD",ETentenabi,in
2022-12-10 02:30:57+00:00,1601404068760805377,"Problematik bangsa ini susah dicari ujung pangkalnya. Mulai korupsi, penegakan hukum yang diskriminatif, kriminalisasi agama hingga ekonomi yang dihantui stagflasi dan resesi ekonomi 2023.
Live Muslimah Bicara
Pemuda
#PemudaPemimpinUmat
#SelamatkanGenerasiDenganIslam",PutuAyu1987,in
2022-12-10 02:19:06+00:00,1601401086296084483,Prediksi Tren Fesyen 2023 di Tengah Isu Lingkungan dan Resesi Ekonomi https://t.co/5I8k2yDiaR https://t.co/5Xb80RFtJj,pikiran_rakyat,in
2022-12-09 15:01:24+00:00,1601230540430266368,2023 gajadi resesi ini mah. Dulu juga krisis ekonomi 2008 Avenged Sevenfold sama MCR malah konser di Jakarta.,candiaaz,in
2022-12-09 14:27:43+00:00,1601222060499693568,@Robert_Piliang Scenario planning for chaos akan digunakan sebagai bahan pemilu serentak ditunda..2023 Indonesia makin resesi ekonomi sehingga akan dikeluarkan dekrit presiden Jokowi seumur hidup.,AriefUs80056962,in
2022-12-09 13:40:35+00:00,1601210199175749632,Risiko Resesi Global 2023? Cek Riwayat IPO sejak Krisis Ekonomi 1998 https://t.co/ro7zvc5Xgo,beritaekonomi24,in
2022-12-09 12:58:33+00:00,1601199623565373440,Risiko Resesi Global 2023? Cek Riwayat IPO sejak Krisis Ekonomi 1998 https://t.co/vI0ww0qxc1,Bisniscom,in
2022-12-09 11:37:55+00:00,1601179329266057216,"Meski ada prediksi resesi ekonomi di tahun 2023, namun menurut Primbon Jawa ada 12 weton yang justru berjaya dan memiliki banyak uang.

#PortalYogya #RamalanWeton #PrimbonJawa

https://t.co/tX7LWJN4BM",portalyogya,in
2022-12-09 10:30:54+00:00,1601162467110887425,"Resesi di Amerika Serikat Tidak Bisa Dihindari, IMF Sebut Perlambatan Ekonomi akan Berlanjut di 2023 https://t.co/PipxrKjNXA",MSNindonesia,in
2022-12-09 09:28:16+00:00,1601146702689234950,Mending focus ke resesi ekonomi 2023 dari pada cinta cintaan 😂,arbyprtmn,in
2022-12-09 03:37:54+00:00,1601058532253929472,"Janji kampanye yg kemungkinan bakal bikin capres melaju mulus di 2024:

1. Beresin isu Gen Y (milenial) &amp; Gen Z yg sulit punya tempat tinggal

2. Strategi ekonomi Indonesia bangkit dari resesi (bukan resepsi)... kalau jadi resesi 2023

3. Berani membatalkan KUHP

Ada lagi gak?",dexglenniza,in
2022-12-09 03:08:02+00:00,1601051013309292545,"Breaking News!
Ekonom memproyeksi cadangan devisa Indonesia tetap kuat, meskipun ada ancaman resesi pada 2023. 
Simak berita selengkapnya👇🏻

Sumber : @bisniscom

#BankIndonesia #BI #CadanganDevisa #Ekonomi #Resesi #BreakingNews #MNCSekuritas https://t.co/AnXHFUOTqt",MncSekuritasIdv,in
2022-12-09 01:59:00+00:00,1601033640120549381,"Pemulihan Ekonomi Dan Pengembangan Dunia Digital Jadi Prioritas Airlangga Hartarto Hadapi Resesi Di 2023
#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden
https://t.co/ehwuabooFB",golkarpedia,in
2022-12-09 00:06:57+00:00,1601005442377076737,@De_wife1 Bahas potensi peningkatan daya beli skala mikro di tengah issue resesi ekonomi 2023 😌,VellowYellow,in
2022-12-08 14:52:30+00:00,1600865910440755200,"Menko Airlangga Hartarto optimistis perekonomian Indonesia akan melanjutkan tren penguatan bahkan berpotensi tumbuh lebih tinggi pada 2023

#airlanggahartarto #golkarindonesia #resesi #indonesia #ekonomi #GujaratElectionResult #topmodel #malamjumat #andTEAM #highleague5 # https://t.co/3I8u87iPOT",wartaHterkini,in
2022-12-08 14:01:19+00:00,1600853030135648256,"Ancaman Resesi 2023, Bahlil: Tidak Menakut-nakuti tapi Sedia Payung Sebelum Hujan #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/x2WGSLyJPx",okezonenews,in
2022-12-08 12:35:30+00:00,1600831434863759361,"Sartria Brand Award Connection 2023: Ancaman Resesi Ekonomi 2023, Jawa Tengah Optimistis

https://t.co/98nCHCxm9V

#satriabrandawards #suaramerdeka #suaramerdekanetwork #diskusi #forum #focusgrupdiscussion #resesi #jateng #jawatengah",suaramerdeka,in
2022-12-08 11:17:33+00:00,1600811817898741762,"Ancaman resesi global 2023 ditengarai bakal memicu kesulitan urusan ekspor bagi perusahaan dari sisi makro ekonomi. Meski begitu, perusahaan mainan anak-anak asal Amerika Serikat, Mattel Indonesia menyatakan, pihaknya masih optimistis dengan kondisi… https://t.co/ydXlxTzLQq",inilahdotcom,in
2022-12-08 10:54:34+00:00,1600806032753963010,"Menjawab kekhawatiran resesi pangan dan bahan pokok. 

Menteri BUMN Erick Thohir menyatakan siap menghadapi potensi resesi ekonomi global di tahun 2023.
Beliau pun telah menyiapkan langkah2 untuk menjaga stok dan kestabilan harga pangan.
#BangkitBersamaET https://t.co/L9VEk6I1fp",RuriSopyan,in
2022-12-08 08:18:42+00:00,1600766808067563520,Dinas Pariwisata (Dispar) Daerah Istimewa Yogyakarta optimistis aktivitas pariwisata di wilayah setempat tetap bergeliat meski menghadapi ancaman resesi ekonomi global pada 2023.  https://t.co/q5xgCa3mub,mediaindonesia,in
